Epoch,Step,Loss,Discrim_empi,Compress_empi,Discrim_theo,Compress_theo
0,0,-5.0783233642578125,54.8855094909668,27.852985382080078,31.10521125793457,27.852983474731445
0,49,-5.245021820068359,55.06275939941406,27.79263687133789,31.285072326660156,27.79263687133789
0,99,-4.650932312011719,54.11504364013672,27.818096160888672,30.345130920410156,27.818092346191406
0,149,-5.075540542602539,54.594512939453125,27.681169509887695,30.822040557861328,27.681167602539062
1,0,-5.458932876586914,54.89972686767578,27.480905532836914,31.12456703186035,27.48090362548828
1,49,-5.055683135986328,54.55644226074219,27.678184509277344,30.789670944213867,27.67818260192871
1,99,-4.798582077026367,53.97364044189453,27.585603713989258,30.20855712890625,27.585603713989258
1,149,-4.946958541870117,54.37895965576172,27.680418014526367,30.60812759399414,27.680418014526367
2,0,-4.627769470214844,53.14934158325195,27.261837005615234,29.398784637451172,27.261837005615234
2,49,-5.321149826049805,55.14329147338867,27.76482582092285,31.365190505981445,27.76482391357422
2,99,-5.522132873535156,55.54792404174805,27.806621551513672,31.761985778808594,27.806621551513672
2,149,-4.764486312866211,53.54902648925781,27.364931106567383,29.791685104370117,27.36492919921875
3,0,-4.719455718994141,53.68254852294922,27.490074157714844,29.925880432128906,27.490070343017578
3,49,-4.819818496704102,54.1391487121582,27.663671493530273,30.37506866455078,27.663671493530273
3,99,-5.191049575805664,54.779685974121094,27.6767635345459,30.998706817626953,27.676759719848633
3,149,-5.347055435180664,54.831241607666016,27.55169105529785,31.062456130981445,27.55168914794922
4,0,-4.934236526489258,53.96596908569336,27.445344924926758,30.204389572143555,27.445344924926758
4,49,-5.633754730224609,55.58331298828125,27.716236114501953,31.799116134643555,27.716232299804688
4,99,-4.888053894042969,54.14607238769531,27.599590301513672,30.380102157592773,27.599586486816406
4,149,-5.076910018920898,54.34444046020508,27.529756546020508,30.573740005493164,27.529754638671875
5,0,-4.860448837280273,54.28832244873047,27.71254539489746,30.518596649169922,27.712539672851562
5,49,-4.44256591796875,53.240562438964844,27.501771926879883,29.487773895263672,27.501768112182617
5,99,-4.862010955810547,54.203285217285156,27.659961700439453,30.43488121032715,27.659961700439453
5,149,-4.669261932373047,53.531219482421875,27.44947052001953,29.774524688720703,27.4494686126709
6,0,-4.711114883422852,53.603790283203125,27.451162338256836,29.84516143798828,27.451160430908203
6,49,-5.314825057983398,54.74505615234375,27.532209396362305,30.97066307067871,27.532209396362305
6,99,-5.256378173828125,54.469078063964844,27.425071716308594,30.69864273071289,27.425071716308594
6,149,-5.342020034790039,54.80097961425781,27.5385684967041,31.027286529541016,27.53856658935547
7,0,-5.063209533691406,54.58699035644531,27.688987731933594,30.815624237060547,27.688987731933594
7,49,-5.503307342529297,55.22490692138672,27.631637573242188,31.44394874572754,27.631635665893555
7,99,-4.779600143432617,53.89521789550781,27.557531356811523,30.133930206298828,27.557531356811523
7,149,-4.641269683837891,53.25295639038086,27.310504913330078,29.50592041015625,27.310504913330078
8,0,-4.970865249633789,54.095252990722656,27.48628807067871,30.330184936523438,27.48628807067871
8,49,-4.755208969116211,53.537330627441406,27.367189407348633,29.77804946899414,27.367189407348633
8,99,-4.7336883544921875,53.98627471923828,27.658077239990234,30.220455169677734,27.658077239990234
8,149,-5.0975341796875,54.324466705322266,27.497146606445312,30.553953170776367,27.497146606445312
9,0,-5.273836135864258,54.95347595214844,27.698251724243164,31.1749267578125,27.69824981689453
9,49,-4.777204513549805,53.47149658203125,27.305696487426758,29.71739959716797,27.305694580078125
9,99,-5.80426025390625,55.867431640625,27.716201782226562,32.0771369934082,27.716197967529297
9,149,-5.0718994140625,54.26397705078125,27.486488342285156,30.49444580078125,27.486488342285156
10,0,-5.246986389160156,54.74779510498047,27.60169219970703,30.969364166259766,27.601688385009766
10,49,-4.569278717041016,53.55325698852539,27.56267547607422,29.792709350585938,27.56266975402832
10,99,-5.987707138061523,56.19572830200195,27.7297306060791,32.404258728027344,27.72972869873047
10,149,-5.737916946411133,55.76759338378906,27.722639083862305,31.97406005859375,27.722639083862305
11,0,-5.193996429443359,54.4360237121582,27.467620849609375,30.657997131347656,27.467620849609375
11,49,-4.874277114868164,53.96553039550781,27.505041122436523,30.205419540405273,27.505041122436523
11,99,-4.977546691894531,54.31858825683594,27.613609313964844,30.546871185302734,27.613609313964844
11,149,-5.848920822143555,55.84067153930664,27.655485153198242,32.053592681884766,27.655485153198242
12,0,-5.111904144287109,54.51027297973633,27.594261169433594,30.732879638671875,27.594261169433594
12,49,-5.62483024597168,55.105674743652344,27.43857765197754,31.32506561279297,27.438575744628906
12,99,-4.716337203979492,53.907997131347656,27.628461837768555,30.144630432128906,27.628461837768555
12,149,-4.734540939331055,53.97175979614258,27.648515701293945,30.20846176147461,27.648515701293945
13,0,-4.790250778198242,53.51252746582031,27.3172664642334,29.757984161376953,27.317264556884766
13,49,-4.996246337890625,54.4581298828125,27.678634643554688,30.683801651000977,27.678634643554688
13,99,-4.710319519042969,53.901771545410156,27.63074493408203,30.137664794921875,27.63074493408203
13,149,-5.4423675537109375,55.15498733520508,27.65062713623047,31.375316619873047,27.650625228881836
14,0,-6.111122131347656,56.092716217041016,27.544509887695312,32.30759811401367,27.54450798034668
14,49,-4.906549453735352,53.91066360473633,27.439851760864258,30.145282745361328,27.439851760864258
14,99,-5.104509353637695,54.49101257324219,27.59010124206543,30.71807098388672,27.59010124206543
14,149,-5.089702606201172,54.00592041015625,27.31385040283203,30.24098777770996,27.31385040283203
15,0,-5.031328201293945,54.49489974975586,27.665613174438477,30.717845916748047,27.665613174438477
15,49,-5.188512802124023,54.392066955566406,27.44672966003418,30.618885040283203,27.44672966003418
15,99,-5.5485382080078125,55.64408493041992,27.837913513183594,31.858356475830078,27.837913513183594
15,149,-5.331569671630859,55.03229522705078,27.687808990478516,31.252290725708008,27.687807083129883
16,0,-5.630092620849609,55.28926086425781,27.54346466064453,31.5072021484375,27.543460845947266
16,49,-5.171010971069336,54.624324798583984,27.603586196899414,30.84955596923828,27.60358428955078
16,99,-5.285667419433594,54.47254180908203,27.397857666015625,30.700122833251953,27.397855758666992
16,149,-5.465524673461914,54.67251968383789,27.337987899780273,30.894765853881836,27.33798599243164
17,0,-5.525367736816406,54.863346099853516,27.392642974853516,31.085052490234375,27.392642974853516
17,49,-4.959228515625,54.16986083984375,27.54269027709961,30.398632049560547,27.54269027709961
17,99,-4.858274459838867,53.81804275512695,27.432554244995117,30.057992935180664,27.432552337646484
17,149,-4.900936126708984,54.1475830078125,27.587615966796875,30.380142211914062,27.587615966796875
18,0,-4.637212753295898,53.191505432128906,27.277690887451172,29.43593978881836,27.277690887451172
18,49,-4.824552536010742,53.67306900024414,27.379289627075195,29.911052703857422,27.379289627075195
18,99,-5.215055465698242,54.57797622680664,27.5317325592041,30.801162719726562,27.5317325592041
18,149,-5.115024566650391,54.35023498535156,27.4951171875,30.57413101196289,27.4951171875
19,0,-5.133146286010742,53.996360778808594,27.264673233032227,30.229331970214844,27.264673233032227
19,49,-5.5623016357421875,55.01087188720703,27.44422149658203,31.231460571289062,27.44422149658203
19,99,-5.063135147094727,54.35761260986328,27.551435470581055,30.585620880126953,27.551433563232422
19,149,-4.872873306274414,53.73365020751953,27.367319107055664,29.97075843811035,27.36731719970703
20,0,-5.5323638916015625,55.12868118286133,27.544845581054688,31.35039520263672,27.544845581054688
