user_nIdx,UserName,conad,guide,cola,ocgnn,dmgd,Degree
563,拿俩火烧,0,0,0,0,0,1.0
564,_ThatXX,0,0,0,0,0,1.0
565,冬狮笑频,0,0,0,0,0,1.0
566,Y寻觅觅Y,0,0,0,0,0,1.0
567,Dragonov,0,0,0,0,0,1.0
568,骆尽晚与舟,0,0,0,0,0,1.0
569,郑萝北,0,0,0,0,1,2.0
570,储物箱有猪,0,1,1,0,0,1.0
571,五月景明,0,0,0,0,0,1.0
572,老用户之路,0,0,0,0,0,1.0
573,你滴兔爷,0,0,1,0,0,1.0
574,佑佑佑佑思远,0,0,0,0,0,1.0
575,想香香的日日夜夜,0,0,1,0,0,2.0
576,芫荽梗儿,0,0,1,0,0,1.0
577,為愛麗絲塗油,0,1,0,0,0,1.0
578,脸俊菌,0,0,1,0,0,1.0
579,Lemon-小猴子,0,0,0,0,0,1.0
580,Super王木木,0,0,1,0,0,1.0
581,一颗水泡饼饼,1,0,0,0,0,1.0
582,许慢慢比较高兴,0,0,0,0,0,1.0
583,ThatsallGeek,0,0,0,0,0,1.0
584,START_DASH,1,0,1,0,1,2.0
585,巧克力-1771,0,0,0,0,1,3.0
586,10点半的火车站,0,0,0,0,0,1.0
587,简直日了狗了,0,0,0,0,0,1.0
588,千年梦寻客,0,0,1,1,0,1.0
589,C子嘟噜噜噜噜噜,0,0,0,0,0,1.0
590,预知子Yochiko-,0,0,1,1,1,2.0
591,十代喜欢MEIDY,0,0,0,1,1,2.0
592,神探渣康,0,0,0,0,0,1.0
593,我的每个飞机都是为你而打,0,0,0,0,0,1.0
594,无力小海浪,0,0,0,0,0,1.0
595,晓黄不是小黄,0,0,0,0,0,1.0
596,megamimegumi,0,0,0,0,0,1.0
597,互联网我把握不住,0,0,0,0,0,1.0
598,萝莉控的wd,0,0,0,0,0,1.0
599,Bujinnko,0,0,0,0,0,1.0
600,大毛球酱,0,0,0,1,1,3.0
601,iiiaao,0,1,0,0,0,1.0
602,遗忘视界OBW,0,0,0,0,0,1.0
603,-akiiiiiiiiii-,0,0,0,0,0,1.0
604,东南亚大马猴子,0,0,0,0,0,1.0
605,桃月OuO,0,0,0,1,1,2.0
606,浐灞辉煌,0,0,0,0,0,3.0
607,靠树望天,0,0,0,0,1,2.0
608,GhostSAMURAI,0,0,0,0,0,1.0
609,无脑六,0,0,0,0,0,1.0
610,大树彼,0,0,0,0,0,1.0
611,玖叶有夜酒,0,0,0,0,0,1.0
612,Haoyun0402,0,0,0,0,0,2.0
613,老婆是包纸,1,0,0,0,0,1.0
614,落霞艳,0,0,0,0,0,1.0
615,萝布汩汩小屁股,0,0,0,0,0,1.0
616,Beloved_Blood,1,0,0,1,0,1.0
617,给我醒过来啊,0,0,0,0,0,1.0
618,小鸟游立夏,0,0,0,0,0,1.0
619,全洲华love,0,0,0,0,0,1.0
620,吃货千金妈妈,0,0,0,0,0,1.0
621,寒风雨微,0,0,0,0,0,1.0
622,林先生llli,0,0,0,0,0,1.0
623,佐尼斯_布莱克,0,0,0,0,0,1.0
624,圣安地列丝,0,0,0,0,0,1.0
625,我酱的西,0,0,0,0,0,1.0
626,狂乱贵狐狸狸,0,0,0,0,1,2.0
627,九十五是我,1,0,0,1,0,1.0
628,米卫兵是脑瘫,0,0,0,1,1,2.0
629,星辰繁音,0,0,0,0,0,1.0
630,不尽少年心,0,0,0,0,0,1.0
631,_真夏夜夜_,0,0,0,0,0,1.0
632,平淡打工仔,0,0,0,0,0,1.0
633,维尔cheers,0,0,0,0,0,1.0
634,辫辫今天画画了吗,0,0,0,0,0,1.0
635,康Connoronnoc,0,1,0,0,0,1.0
636,啊咧可以改名字,0,0,0,0,0,1.0
637,夜雨琴川,0,0,0,0,0,1.0
638,昊哥昊哥耗,0,0,0,0,1,2.0
639,PpPpPoP子,0,0,0,0,0,1.0
640,CLCL青,0,0,0,1,0,1.0
641,楚云深不知处,1,0,0,0,0,1.0
642,LFRitual,0,0,0,0,1,1.0
643,冇鱼丸有鱼蛋,0,0,0,0,0,1.0
644,kahwangtin,1,0,0,0,0,1.0
645,kurosaki_白,0,0,0,0,0,1.0
646,Dark逆,1,0,0,0,0,1.0
647,口袋小胖,0,0,0,0,0,1.0
648,想变白的天长,0,0,0,1,0,1.0
649,魔法少女露米娅,0,0,0,1,0,2.0
650,hikikomori咯,0,0,0,1,0,1.0
651,萌萌的小财哥丶,0,0,1,0,0,1.0
652,云落木,0,0,0,0,0,1.0
653,但你却说太遥远丶,0,0,0,0,0,1.0
654,这里素你不认识的人,0,0,1,0,1,3.0
655,阿B桑,0,0,0,0,0,1.0
656,难自弃的王大脸,0,0,0,0,0,1.0
657,Ans_安,0,0,0,0,0,1.0
658,NESTSIGNIZ,0,0,1,0,0,1.0
659,-Violet_Evergarden-,0,0,0,0,0,1.0
660,asukakksk,0,0,0,0,0,2.0
661,黑猫儿___,0,0,0,0,0,1.0
662,赶快叫我起床吧,1,0,1,0,0,1.0
663,傲娇的大尾巴玥,0,0,0,0,0,1.0
664,ArraySdream,0,0,0,0,0,1.0
665,去云南吃蘑菇吧,0,0,0,0,0,1.0
666,芬forLOVE,0,0,1,1,0,1.0
667,吃了萤火虫会发光吗,0,0,0,0,1,14.0
668,不高兴的unhappy,0,0,1,0,0,1.0
669,印第安老斑鳩鳩,0,0,0,0,0,1.0
670,Allshit,1,0,0,0,0,1.0
671,梦想就是这只肥鸟,0,0,0,0,0,1.0
672,赵电炮会一直努力,0,0,1,0,0,1.0
673,疯人印象,0,0,0,0,0,1.0
674,樱木仙道13_Phoenix,1,0,0,0,0,1.0
675,多啦Li萌,0,0,0,0,0,1.0
676,普通少年林克,0,0,0,0,0,1.0
677,RKtech,1,0,0,1,0,1.0
678,卿未更,0,0,0,0,0,1.0
679,辐射桃子,0,0,0,0,0,1.0
680,没茶的小茶壶,0,0,0,0,0,1.0
681,LWJ_7_LBJ,0,0,0,0,0,1.0
682,陶里折,0,0,1,0,0,1.0
683,鱼蛋欧巴,0,0,0,0,0,1.0
684,耿鬼最可爱,0,0,0,0,0,1.0
685,三汪i,0,0,0,0,0,1.0
686,亚洲善待人类组织,0,0,1,0,0,3.0
687,SkyForest233,0,0,0,0,0,1.0
688,Linkxu,0,0,1,1,0,1.0
689,不会降龙十八掌的靖哥哥,0,0,1,1,0,1.0
690,墨妖喵,0,1,0,0,0,1.0
691,人类比喵还要愚蠢,0,0,0,0,0,1.0
692,薄荷巴乔,0,0,0,0,1,3.0
693,_李肆,0,0,1,0,0,1.0
694,伊晗韵poi,0,0,0,0,0,1.0
695,郝铁蛋er,0,0,0,0,0,1.0
696,詹尼janny,0,0,1,1,0,1.0
697,秃噜马膝盖,0,0,0,0,0,1.0
698,pluckooo,0,0,0,0,0,1.0
699,赤黑零,0,0,0,1,0,3.0
700,蜂鸣小二,0,0,0,1,0,1.0
701,Lawliet-罗莱特,0,0,0,0,1,2.0
702,图茶鲸鱼,0,0,0,0,0,1.0
703,iJianyx,0,0,0,0,0,1.0
704,忍者神龟Jackson,0,0,0,0,0,1.0
705,一·Rowan·一,0,0,0,0,0,1.0
706,蒸朋狂人汽轮机的黎明,0,0,0,0,0,1.0
707,草東街輕瘋派對,0,0,0,0,0,1.0
708,凌驾了所有的西风,1,0,0,0,0,1.0
709,禹声魅夜,0,1,0,0,0,5.0
710,看花人犹在,0,0,0,1,0,1.0
711,吴晶华1,0,0,0,0,0,1.0
712,Khalil-Young,0,0,0,0,0,1.0
713,哎羊刁刁,0,0,0,0,0,1.0
714,KARAKA3,0,0,0,0,0,1.0
715,叶不二叽,0,0,0,0,0,1.0
716,西蘩_,0,0,0,0,0,2.0
717,要死的Cat,0,0,0,0,0,1.0
718,哀殿赛高,0,0,0,0,0,1.0
719,Stone32-,0,0,1,0,0,1.0
720,童路Cy,0,0,0,0,0,1.0
721,舒大帅好吧_427,0,0,0,0,1,6.0
722,尾咩咩,0,0,0,0,0,1.0
723,黑米米米米米,0,0,0,0,0,1.0
724,附了魔的刺猬,0,0,0,0,0,1.0
725,灰如月岩,0,0,0,0,0,1.0
726,大尾拟八哥,0,0,0,0,0,1.0
727,Morthal莫萨尔,0,0,0,0,0,1.0
728,V我50送赛博垃圾,1,0,0,0,1,2.0
729,忧观眼下,0,0,0,0,0,1.0
730,yukin725,0,0,0,0,0,1.0
731,山楂制品琪琪子,0,0,0,0,0,3.0
732,爱榭,0,0,0,0,0,1.0
733,Calvarie游,0,0,0,0,0,1.0
734,纯洁善良温柔小绵羊咩,0,0,0,0,0,1.0
735,1123我鸽了,0,0,0,0,0,1.0
736,小鸽子今天咕咕了吗,0,0,0,0,0,1.0
737,没饭吃的小孩,0,0,0,0,0,1.0
738,petalchaser,0,0,0,0,0,1.0
739,靠Qiang站,0,0,0,0,0,1.0
740,张大大大大奔,0,0,1,1,0,1.0
741,一条坠子,1,0,0,0,0,1.0
742,Oooooooooooops,0,0,0,0,0,1.0
743,NNightRaven,0,1,0,0,0,1.0
744,津上翔一_厨,1,0,0,0,0,1.0
745,双生喵,0,0,0,0,0,1.0
746,被簇拥着的寂寞,0,0,0,0,0,1.0
747,GungnirOD,0,0,0,0,0,1.0
748,吨一口大柠檬茶,0,0,0,0,0,1.0
749,丨Mush丨,0,0,0,0,1,11.0
750,i唐唐唐唐唐唐,0,0,0,1,0,1.0
751,写作文的小头儿子,0,0,1,0,0,1.0
752,MO_o233,0,0,0,0,0,1.0
753,禁止蓝化,0,0,0,0,0,1.0
754,誊朔980,0,0,0,0,0,1.0
755,WeRjo,0,0,0,0,1,2.0
756,艾茵哈特·斯崔特斯,0,0,0,0,0,1.0
757,兔喵酱的幻想,0,1,0,0,0,2.0
758,酱奶瑭鹅,0,0,0,0,0,1.0
759,77我是一根葱,0,0,0,0,0,2.0
760,呆伦Dylan_CasterRefx_UP,0,0,0,0,0,1.0
761,阿嗣阿四-,0,0,0,0,0,1.0
762,等侑子的四一,0,0,0,1,0,1.0
763,拉布拉多大王,0,0,0,0,0,1.0
764,whoischris,0,0,0,0,0,1.0
765,Canyougivemeonelastkiss,0,1,0,0,0,1.0
766,麦片脆皮雪糕世界第一好吃,0,0,0,0,0,1.0
767,陈塘关首富之妻,0,0,0,0,0,1.0
768,哈库la马ta塔,0,0,0,0,0,1.0
769,为昵感动,0,0,1,1,0,1.0
770,出气筒同志,0,0,0,0,0,1.0
771,TINGEM会飞不会跑,0,0,0,1,0,1.0
772,不抽烟CHIRS,0,1,0,0,0,3.0
773,一鸣嘿,0,0,0,0,1,2.0
774,NOBO哒,0,0,0,1,0,1.0
775,董丶大橙,0,0,0,0,0,1.0
776,島村卯月P-翠,0,0,0,0,0,1.0
777,驯规捣矩,0,0,0,0,0,1.0
778,下次还可以再见嘛,0,0,0,0,0,1.0
779,Gerard-Way,0,0,0,0,0,1.0
780,本物祖少,0,0,0,0,0,1.0
781,Vincent___威少,0,0,0,0,0,1.0
782,被宽恕的白魔,1,0,0,0,0,1.0
783,FL_飞羽流星,0,0,1,0,0,1.0
784,勇敢的丁达尔,0,0,1,0,0,1.0
785,酒一烟和我不搭,0,0,0,0,0,1.0
786,今天还想更加努力,1,0,0,0,0,1.0
787,游离在边缘2016,0,0,0,0,0,1.0
788,双侠之一的陆小酒,0,0,0,0,0,1.0
789,fababaaaaa,0,0,0,0,0,1.0
790,天使爱吃麻婆豆腐,0,0,0,0,0,1.0
791,上天入地大头怪,0,0,0,0,0,1.0
792,雾天购雾,0,0,0,1,0,1.0
793,易超,0,0,0,0,0,2.0
794,黄油蟹蟹泥,0,0,0,0,0,1.0
795,玛格丽特虾米,0,0,0,0,0,1.0
796,hakumei_surfing_ver,0,0,0,0,0,1.0
797,福尔摩斯爱摸鱼,1,0,0,0,0,1.0
798,hoshif_星风,0,0,0,0,0,1.0
799,南周333,0,0,0,0,0,1.0
800,十余百里,0,0,0,0,0,1.0
801,linuxer和笨兔兔,0,0,1,0,0,7.0
802,callme_Joker,0,0,0,1,0,1.0
803,赫尔薇安,0,0,0,0,0,2.0
804,天不再晴朗Lk,1,0,1,0,1,3.0
805,UNDO骨次方,0,0,0,0,0,1.0
806,控制想控制情绪的情绪,0,0,0,0,0,1.0
807,折来,0,0,0,0,0,1.0
808,仏师runhuayoyo,0,0,0,1,0,1.0
809,Yoennsei,0,0,0,0,0,1.0
810,Kotani_,1,0,0,0,0,2.0
811,信号发射biu,1,0,0,0,0,1.0
812,泽泽洋-,0,0,0,0,0,1.0
813,我伊布贼溜,0,0,1,0,1,2.0
814,normanbao,0,0,0,0,1,2.0
815,Fifis-bin,0,0,0,0,0,1.0
816,絢瀨繪里里,0,0,0,0,0,1.0
817,旷古神坑-我是爱莉的好爸爸,0,0,1,0,0,1.0
818,imbalilang,0,0,0,0,0,1.0
819,_远策,0,0,0,0,0,1.0
820,iAu-Huu,0,0,0,0,0,1.0
821,Catnip蔡大喵,0,0,0,0,0,1.0
822,土豆番茄糖三勺,0,0,0,0,0,1.0
823,V灬杰,0,0,1,1,0,1.0
824,扶桑桑树,1,0,0,1,0,1.0
825,原味砂糖小狗,0,0,0,0,0,1.0
826,摸鱼大赛16号选手,0,0,0,0,0,1.0
827,叽米咕咕咕,1,0,0,0,0,1.0
828,uuuuundemo,0,0,0,0,0,1.0
829,某赫国炼金术师,0,0,0,0,0,2.0
830,古斯特人,0,0,0,0,0,1.0
831,假行僧may,0,0,0,0,0,1.0
832,煎饼的红领巾更鲜艳了,0,0,0,0,0,1.0
833,割孤露泽_,0,0,0,0,0,1.0
834,天才han4,0,0,0,0,1,3.0
835,该账户已注销多年,0,0,0,0,0,1.0
836,我今天学吉他画画日语Coding了吗,0,0,0,0,0,1.0
837,Ars_陌小离,0,0,0,0,0,1.0
838,Risuto,0,0,0,0,0,1.0
839,还是看看远方的雪山吧,0,0,0,0,0,1.0
840,江苟之Djangoss,0,0,0,0,0,1.0
841,Fine_Fine_Fine_,0,0,0,1,0,1.0
842,狐狐孤,0,0,0,0,0,1.0
843,五年高考三年模拟江浙沪分销,0,1,0,0,0,1.0
844,A秋酱,0,0,0,0,1,4.0
845,anty神,1,0,0,0,0,1.0
846,RAOOOOOO豹,0,0,1,1,0,1.0
847,最后一个欧皇,0,0,0,1,0,2.0
848,G战车大肥肠_MFFL,0,0,1,0,1,3.0
849,正念训练学员,0,0,0,0,0,1.0
850,SsSsan丶,0,0,0,0,0,1.0
851,不要再吃糖了啊_,0,0,0,0,0,1.0
852,男人的浪漫是剑风传奇,0,0,0,0,0,2.0
853,暮小翊,0,0,0,0,0,1.0
854,一夜镜秋,0,0,0,1,0,1.0
855,碎碎念念的时空机器,0,0,0,0,0,1.0
856,小朱老師有墨水,0,0,0,0,0,1.0
857,uwu老大哥,0,0,0,0,0,2.0
858,CeeoF,0,0,0,0,0,2.0
859,奈礼_谏山创我日你先人,0,0,0,0,0,2.0
860,cctoo_88,0,0,0,1,0,2.0
861,追唔到翡翠的墨尔本,0,0,0,0,0,1.0
862,SUZA陵光,1,0,0,0,0,1.0
863,Mikami-Mika,0,0,0,0,0,1.0
864,小刘Ryu,0,0,0,0,0,1.0
865,yilililii,0,0,0,0,0,1.0
866,X凶鸟,0,0,0,0,0,1.0
867,控北酱的绅士,0,0,0,0,1,1.0
868,OG的狐狸头,1,0,0,1,0,1.0
869,复方晚公子,0,0,0,0,0,2.0
870,_芊芊芝莉_,0,0,0,0,0,1.0
871,890鱼,0,0,0,1,0,1.0
872,我想中一次奖,0,0,0,0,0,1.0
873,見光死的智障,0,0,0,1,0,1.0
874,Arc-311,0,0,0,0,0,1.0
875,爱童不泯,0,0,0,0,0,1.0
876,Centity,0,0,0,0,0,1.0
877,一个马,0,0,1,0,0,1.0
878,雪景Mask,0,1,0,0,0,1.0
879,小白测平,0,0,0,0,0,1.0
880,悲喜交加斯麦力,0,0,1,0,0,1.0
881,塞拉门尼斯儿,0,0,0,0,0,2.0
882,兵长死面瘫,0,1,0,0,0,1.0
883,茜茜的小迷弟一枚,1,0,0,0,0,1.0
884,糖葫芦不酸吖,0,0,0,0,0,1.0
885,光阴咖啡厅,0,0,1,0,1,2.0
886,果果同学提不起劲,0,0,1,1,0,1.0
887,小唐Thomas,1,0,0,0,0,1.0
888,喵星驻球办发言人,0,0,0,0,0,1.0
889,347116109_4a68d3,0,0,0,0,0,1.0
890,士多啤梨屁,0,0,0,0,0,1.0
891,逍遥鸟酱,0,0,0,0,0,1.0
892,-Keo-,0,1,1,1,1,3.0
893,梦花彼月,0,0,0,1,0,1.0
894,爱逗比的猫,0,0,0,0,0,1.0
895,吥許熬夜变成cj惹不起勒,0,0,0,0,0,1.0
896,爱TM谁谁威震天,0,0,0,0,1,2.0
897,芒果果的香味,0,0,0,0,0,1.0
898,勿心随心,0,0,1,1,0,1.0
899,科学搜查,0,0,0,1,0,1.0
900,圆文奇,0,0,0,0,0,1.0
901,名叫菜月昴的骑士,1,0,0,0,0,1.0
902,老狐的资源库,0,0,0,0,0,1.0
903,世界遺產兔子柴,0,0,0,0,1,4.0
904,金梅姜丝,0,0,0,0,0,1.0
905,--赛勒斯--,0,0,0,0,0,1.0
906,醇悟,0,1,0,0,1,4.0
907,噗叽Oo噗叽,0,0,0,0,0,1.0
908,我傻了丶真的,0,1,0,1,0,1.0
909,幽媾丶往生,0,0,0,0,0,1.0
910,墨凌GG,0,0,0,1,1,4.0
911,29是不是十八,0,0,0,0,0,1.0
912,老林今天不想加班,0,0,0,0,0,2.0
913,gadabout,0,0,0,0,0,1.0
914,ethel_rabbit,0,1,0,0,0,1.0
915,iTo_BASARA,0,0,0,0,0,2.0
916,SvS小雨10032,0,0,0,0,0,1.0
917,天涯雪霁时,0,0,0,0,0,1.0
918,李四一个大笨蛋,0,0,0,0,0,1.0
919,用户不存在ii,0,0,0,0,0,1.0
920,赵琦先森,1,0,0,0,0,1.0
921,一气呵诚,0,1,0,0,0,1.0
922,XxMaRuXxpiao,0,0,1,0,0,1.0
923,AMG爱无缓存SONY,0,0,1,0,0,1.0
924,一定是假号,0,0,0,0,0,1.0
925,ShawBow,0,0,0,0,0,1.0
926,柳树树76,0,0,0,0,0,1.0
927,多辣不要醋吃不了,0,0,0,0,0,1.0
928,幻有梦现_,0,0,0,1,0,3.0
929,秋舔舔舔舔舔田犬,0,0,0,0,0,1.0
930,凪椰真栗,1,0,0,0,0,1.0
931,冯彪哥,0,0,0,0,0,1.0
932,啊烽烽烽,0,1,1,1,0,2.0
933,狼姬不是変態,0,0,1,1,0,1.0
934,korlib930,0,0,0,0,0,1.0
935,O_o风见,0,0,0,0,0,1.0
936,盲目愚钝冷眼,0,0,0,1,0,1.0
937,聪明一丢丢,0,0,0,0,0,1.0
938,肥嘟嘟伊左卫门,0,0,0,0,0,1.0
939,HA_HA_HA-,0,0,0,1,0,1.0
940,黎明安好,0,0,0,0,0,1.0
941,就是把不爱吃鱼,0,0,0,0,0,1.0
942,大家的Kawa,0,0,0,1,0,1.0
943,有时或,0,0,0,1,1,2.0
944,Sunsettttttt,0,1,1,0,1,1.0
945,-_-Sebastian,0,0,0,0,0,1.0
946,三山四海兔江湖,0,0,0,0,0,1.0
947,长得憨厚,0,0,0,0,0,1.0
948,真王国之心,1,0,0,1,0,1.0
949,飛行士葉,0,0,0,0,0,1.0
950,kmini猫白,0,0,0,0,0,1.0
951,精力茄子A,0,1,0,0,1,2.0
952,AirBrighton,0,1,0,0,0,1.0
953,树荫蘑菇,0,0,0,0,0,1.0
954,巧克力的铲s官,0,0,0,0,1,2.0
955,刘森1314,0,0,0,0,0,1.0
956,寂灭千星_776,0,0,0,0,0,1.0
957,艾·喆芷谮濹锉布锴勒,0,0,0,0,1,1.0
958,天雷牙皇,1,0,0,0,1,2.0
959,顾忌_Vino,0,0,0,0,0,1.0
960,风的彼端是云吗,0,0,0,0,0,1.0
961,一绪临,0,1,0,0,0,1.0
962,半吊子风都侦探,0,0,0,0,0,1.0
963,Lagann-,0,0,0,0,0,1.0
964,就酱舍嗦,0,0,0,0,0,1.0
965,吃草莓咩咩咩,0,0,0,1,1,6.0
966,谜样神君,0,0,0,0,0,1.0
967,红豆派好吃嘛,0,0,0,0,0,1.0
968,心之所向人之所行,0,0,0,1,0,1.0
969,冰镇羊咩咩,0,0,0,0,0,1.0
970,不想做梦的阴影,0,0,0,0,0,1.0
971,早安晚安谢谢再见,0,0,0,0,1,2.0
972,孤鸟独帆,0,0,0,0,0,1.0
973,zacharyyyyyy,0,0,0,0,0,2.0
974,冰白__,0,0,0,0,0,1.0
975,菠萝AiMiya,0,0,0,0,0,1.0
976,ltt的奇妙冒险,0,0,0,1,0,1.0
977,SentarOvO,0,0,0,0,0,1.0
978,银白色的咲墨,0,0,0,0,1,30.0
979,浩轩Y_Y,0,0,0,0,0,1.0
980,136658305jkly,0,0,0,0,0,2.0
981,开辟之星3,0,0,0,0,0,1.0
982,一直都是贝极星的捏,0,0,0,0,0,1.0
983,奶盖奶糕向前冲,0,0,1,0,1,8.0
984,爱喝Dr_pepper的少年,0,0,0,0,0,1.0
985,云玩家本本子,1,0,0,0,0,1.0
986,南十川,0,0,0,0,0,1.0
987,竟然改名了,0,0,0,0,0,1.0
988,冰茶_Hunter,1,0,0,0,0,1.0
989,-七星璨璨凝流光-,0,0,0,0,0,1.0
990,非常不靠谱的翎,0,0,0,0,0,1.0
991,龙丿月之传说_418,0,0,0,0,0,1.0
992,柳树恒,0,0,0,0,0,1.0
993,面面鱼sy,0,0,1,0,0,1.0
994,肉包猫-Gravity5,1,0,0,0,0,1.0
995,易寒_20545,0,0,0,0,0,1.0
996,-烔妖-,0,0,0,0,0,1.0
997,我的女友是铁锤,0,0,1,0,0,1.0
998,意义不明的洗白,0,0,0,0,0,1.0
999,JHL_Dedicated,0,0,0,0,0,2.0
1000,方山莫奈,0,0,0,0,0,2.0
1001,清不完堆积滴阿锤,0,0,0,0,0,1.0
1002,星冉泽银,0,0,0,0,0,1.0
1003,背靠世界的中二鱼,0,0,1,0,0,1.0
1004,蒸汽溺亡,0,0,0,0,0,1.0
1005,HimiSaber,0,0,0,0,0,1.0
1006,命运之契约,0,0,0,0,0,1.0
1007,kerorodororo,0,0,1,0,0,1.0
1008,这幸运的一年,0,0,0,0,0,1.0
1009,就想安安静静玩单机,0,0,1,0,0,1.0
1010,吃火锅先点蛋炒饭,0,0,0,1,0,1.0
1011,FellowHig,0,0,0,0,0,1.0
1012,Mikan_菊子君,1,0,1,0,0,1.0
1013,Respect_SW,0,1,0,0,0,1.0
1014,在看什么阿,0,0,0,0,0,1.0
1015,SG-KFC,0,0,0,0,0,1.0
1016,百合磁力,0,0,0,1,0,1.0
1017,侧马尾拯救世界,1,0,0,0,0,1.0
1018,我今年不想再改名了,0,0,0,0,0,1.0
1019,钥匙会落地,0,0,0,0,0,1.0
1020,龙猫放弃涮羊肉,0,0,0,1,1,4.0
1021,诹访神子,0,0,0,0,0,3.0
1022,淦淦3478602262,0,0,0,0,0,2.0
1023,言葉_sakura,0,0,0,0,0,1.0
1024,来自B站的金克丝,0,0,0,0,0,1.0
1025,夜客游天,0,0,0,0,0,1.0
1026,tk4830792,0,0,0,0,1,2.0
1027,消灭奥特曼的计划_,0,0,0,0,0,1.0
1028,Jasonwrj,0,0,0,0,0,1.0
1029,无-聊-_-,0,0,0,0,0,1.0
1030,SaigusaHaruka,0,0,0,0,0,1.0
1031,ShapeShifter2,0,0,0,0,0,1.0
1032,凤凰院凶奔,0,0,0,0,0,1.0
1033,WatabeKageki,0,0,0,0,0,1.0
1034,麻将真有趣,0,0,0,0,0,1.0
1035,就叫青医生吧,1,0,0,0,0,1.0
1036,黑白彩色金,0,0,0,0,0,1.0
1037,不再是用户的用户哦,0,0,0,0,0,1.0
1038,ChinaEX123,0,0,0,0,0,1.0
1039,三倍速的夏亚,0,1,0,0,1,2.0
1040,夏姬八砍,0,0,0,0,0,1.0
1041,Sandman今天是铁FIVE吗,1,0,1,0,1,3.0
1042,RDJJJJJJ,0,0,0,1,0,1.0
1043,HelloSkyyy,0,0,0,0,0,1.0
1044,海盗旗与鸭嘴兽,0,0,0,0,0,1.0
1045,v支架v,0,0,0,0,0,2.0
1046,瞌睡小K_,0,0,0,0,0,1.0
1047,吃饭睡觉撸豆,0,0,0,0,0,1.0
1048,Niflheim-Prime,0,0,0,0,0,1.0
1049,lz2010gsg,0,0,0,0,0,1.0
1050,一只飞行器,0,0,0,0,0,1.0
1051,真有你的啊买买提,0,0,0,0,1,2.0
1052,Style丶逐风,0,0,0,0,0,1.0
1053,Kotori_Minami丶,0,0,0,0,0,1.0
1054,SilvermoonO_o,0,0,0,1,1,5.0
1055,CD7S,0,0,0,0,0,1.0
1056,书上的河,0,0,0,0,0,1.0
1057,落兮陌爱晨,0,0,0,0,0,1.0
1058,-Dong-X,0,0,0,0,0,1.0
1059,干一碗南瓜粥,1,0,0,0,0,1.0
1060,常磐森林小绿,0,0,0,0,0,1.0
1061,让世界变得更热闹吧,0,0,0,0,0,1.0
1062,壹棵药,0,0,1,0,0,1.0
1063,只想吃不想胖的女子高中生,0,0,0,0,0,1.0
1064,卷卷卷卷阿,0,0,0,0,0,1.0
1065,陆仁贾的炮兵乙,0,0,0,0,1,2.0
1066,等等还想再等一等,0,0,0,0,0,1.0
1067,悉默夫,0,0,0,0,0,1.0
1068,告I别I微I博I,0,0,0,0,0,1.0
1069,墨者千风,0,0,1,0,0,1.0
1070,江沢喵子,0,0,0,0,0,1.0
1071,xch艾讴,0,0,1,0,1,5.0
1072,_NAYO__,0,0,0,0,0,1.0
1073,迷之奇诺比奥,0,0,0,0,1,2.0
1074,Edition_1,0,0,0,0,0,1.0
1075,懈怠DI猫_远征封港ing,1,0,0,0,0,1.0
1076,丨汉化丨,0,0,0,0,0,2.0
1077,关山月渡水载木,0,0,0,0,0,1.0
1078,VVVAz,0,1,0,0,0,1.0
1079,大风车小火轮,0,0,0,0,0,4.0
1080,活死_猫,0,0,0,0,0,1.0
1081,惊讶ghia,0,0,0,0,0,1.0
1082,十六夜幕,0,0,0,0,0,1.0
1083,Bade初,0,0,0,0,0,2.0
1084,别让昨天在泥巴里打滚,1,0,0,1,0,1.0
1085,顶头有神罩,0,0,0,0,0,1.0
1086,芙芙kira,1,0,0,0,0,1.0
1087,_暴躁的小喇叭,0,0,1,0,0,1.0
1088,Phan晓鸦,1,0,0,0,0,1.0
1089,黄小景啊,0,0,0,0,0,1.0
1090,电气啄木鸟,0,0,0,0,0,1.0
1091,瞌睡的貓DrowsyCat,0,0,0,0,0,1.0
1092,永不推箱高远遥一,0,0,0,0,0,1.0
1093,反粒子啵,1,0,0,0,0,1.0
1094,十七号HOAP,0,0,0,0,0,1.0
1095,幸运的滕蔓,0,0,0,0,1,2.0
1096,Col_AMK,0,0,0,0,0,1.0
1097,狄多推克xy,0,0,0,0,0,1.0
1098,Julian_璟,0,0,0,1,0,1.0
1099,没有钱的星期天,0,0,0,0,0,1.0
1100,kop小狼5,0,0,0,0,0,1.0
1101,Rachel--LEO,0,0,0,0,0,1.0
1102,-BEiii,1,0,0,0,0,2.0
1103,也就那样丶丶,0,0,0,1,1,2.0
1104,入魔轻风,0,0,0,0,0,1.0
1105,EclipseSxz,0,0,0,0,0,1.0
1106,ChoiJsen,1,0,0,0,0,2.0
1107,银羽是画渣,0,0,0,1,0,1.0
1108,南猫猫猫猫猫猫猫猫,0,0,0,0,0,1.0
1109,几近期待,1,0,0,0,0,1.0
1110,林丶麒,0,0,0,0,0,1.0
1111,南轲太守,0,0,0,0,0,1.0
1112,音无妍羽,0,0,0,0,0,1.0
1113,苏谛斯厨,0,1,0,0,0,1.0
1114,show囧囧,0,0,0,0,0,1.0
1115,某科学的奶爸,1,0,0,0,0,1.0
1116,小栗丸旬太郎,0,0,0,0,0,1.0
