Description,DescriptionLen,SpecialChar,UserGender,UserFan,UserFollow,UserWeibo,UserVerified,LoyalFan,Vip
0.0,0.0,0.0,1.0,201.0,1033.0,2065.0,0.0,0.0,0.0
1.0,14.0,2.0,1.0,460.0,572.0,7030.0,0.0,0.0,0.0
1.0,3.0,3.0,0.0,563.0,2043.0,66001.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,872.0,199.0,2268.0,0.0,0.0,0.0
1.0,4.0,10.0,1.0,458.0,339.0,1108.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,136.0,115.0,716.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,423.0,921.0,545.0,0.0,0.0,0.0
1.0,13.0,8.0,1.0,7783.0,2755.0,10582.0,1.0,0.0,1.0
1.0,25.0,1.0,1.0,766.0,1305.0,6733.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,455.0,369.0,4705.0,0.0,0.0,0.0
1.0,6.0,1.0,1.0,408.0,191.0,1031.0,0.0,0.0,0.0
1.0,2.0,1.0,0.0,478.0,236.0,621.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,279.0,1101.0,404.0,0.0,0.0,0.0
1.0,13.0,3.0,1.0,836.0,1563.0,7362.0,0.0,0.0,1.0
1.0,12.0,1.0,1.0,68.0,114.0,204.0,0.0,0.0,0.0
1.0,24.0,2.0,1.0,701.0,239.0,142.0,0.0,0.0,0.0
1.0,36.0,0.0,0.0,1846.0,303.0,4840.0,0.0,0.0,1.0
1.0,4.0,0.0,1.0,248.0,805.0,15573.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,401.0,2171.0,5955.0,0.0,0.0,0.0
1.0,8.0,0.0,0.0,4138.0,540.0,726.0,0.0,0.0,0.0
1.0,8.0,1.0,1.0,438.0,185.0,1682.0,0.0,0.0,0.0
1.0,8.0,1.0,1.0,445.0,451.0,165.0,0.0,0.0,0.0
1.0,10.0,0.0,1.0,111.0,152.0,2576.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1900.0,984.0,3078.0,0.0,0.0,0.0
1.0,14.0,1.0,0.0,212.0,499.0,1940.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,25.0,76.0,169.0,0.0,0.0,0.0
1.0,11.0,1.0,1.0,612.0,505.0,299.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,65.0,378.0,774.0,0.0,0.0,0.0
1.0,16.0,2.0,0.0,657.0,1659.0,6034.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,19.0,53.0,9.0,0.0,0.0,0.0
1.0,16.0,1.0,1.0,12128.0,559.0,338.0,0.0,0.0,0.0
1.0,20.0,4.0,1.0,94.0,387.0,103.0,0.0,0.0,0.0
1.0,4.0,0.0,0.0,172.0,424.0,3360.0,0.0,0.0,1.0
1.0,12.0,1.0,1.0,251.0,296.0,5549.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,961.0,215.0,5730.0,1.0,0.0,0.0
1.0,50.0,5.0,0.0,27344.0,1158.0,7771.0,1.0,0.0,1.0
1.0,18.0,4.0,0.0,366.0,686.0,4170.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,97.0,2515.0,798.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,144.0,342.0,2935.0,0.0,0.0,0.0
1.0,19.0,1.0,0.0,430.0,5071.0,67278.0,0.0,1.0,0.0
1.0,9.0,0.0,1.0,45.0,103.0,30.0,0.0,0.0,0.0
1.0,12.0,8.0,0.0,1362.0,498.0,562.0,0.0,0.0,0.0
1.0,14.0,2.0,1.0,98.0,305.0,130.0,0.0,0.0,0.0
1.0,7.0,1.0,0.0,1.0,75.0,266.0,0.0,0.0,0.0
1.0,5.0,0.0,0.0,358.0,536.0,1571.0,0.0,0.0,0.0
1.0,4.0,1.0,1.0,186.0,846.0,7180.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,270.0,955.0,6517.0,0.0,0.0,0.0
1.0,8.0,0.0,1.0,38.0,74.0,21.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,301.0,46.0,8.0,0.0,0.0,0.0
1.0,9.0,0.0,1.0,1448.0,658.0,1656.0,0.0,0.0,0.0
1.0,6.0,1.0,1.0,127.0,743.0,869.0,0.0,0.0,0.0
1.0,6.0,2.0,0.0,254585.0,159.0,1829.0,1.0,0.0,1.0
1.0,7.0,0.0,0.0,1062.0,2388.0,1083.0,0.0,0.0,1.0
1.0,5.0,1.0,1.0,237.0,326.0,953.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,413.0,1558.0,3889.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,1359.0,1608.0,5318.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1275.0,394.0,387.0,0.0,0.0,0.0
1.0,16.0,1.0,0.0,193.0,363.0,346.0,0.0,0.0,0.0
1.0,4.0,1.0,0.0,165.0,304.0,1448.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,75.0,167.0,751.0,0.0,1.0,0.0
1.0,17.0,1.0,0.0,280.0,109.0,227.0,0.0,1.0,0.0
1.0,4.0,0.0,1.0,144.0,440.0,4046.0,0.0,0.0,0.0
1.0,51.0,7.0,0.0,43.0,597.0,2055.0,0.0,0.0,0.0
1.0,14.0,1.0,1.0,2736.0,462.0,897.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,236.0,102.0,1085.0,0.0,0.0,0.0
1.0,20.0,8.0,1.0,155.0,523.0,15656.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,159.0,315.0,12.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,208.0,392.0,618.0,0.0,0.0,0.0
1.0,53.0,7.0,0.0,231.0,303.0,330.0,0.0,0.0,0.0
1.0,21.0,2.0,0.0,101.0,552.0,1179.0,0.0,0.0,0.0
1.0,26.0,18.0,0.0,219.0,261.0,575.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,14.0,78.0,2.0,0.0,0.0,0.0
1.0,9.0,1.0,0.0,482.0,1620.0,2650.0,0.0,0.0,1.0
1.0,25.0,3.0,1.0,238.0,249.0,374.0,0.0,0.0,0.0
1.0,16.0,2.0,1.0,965.0,346.0,48912.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,195.0,167.0,1490.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,48.0,121.0,166.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,69.0,268.0,1232.0,0.0,1.0,0.0
1.0,4.0,0.0,1.0,306.0,646.0,1399.0,0.0,0.0,0.0
1.0,12.0,0.0,0.0,114.0,359.0,3658.0,0.0,0.0,0.0
1.0,16.0,2.0,1.0,1055.0,545.0,3461.0,0.0,0.0,1.0
1.0,7.0,5.0,1.0,96.0,424.0,1365.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,74.0,151.0,295.0,0.0,0.0,0.0
1.0,6.0,1.0,1.0,78.0,27.0,1238.0,0.0,0.0,0.0
1.0,12.0,2.0,1.0,125.0,38.0,1126.0,0.0,0.0,0.0
1.0,7.0,7.0,0.0,1743.0,1157.0,56.0,0.0,0.0,0.0
1.0,6.0,1.0,1.0,130.0,106.0,2340.0,0.0,0.0,0.0
1.0,1.0,12.0,1.0,55.0,190.0,799.0,0.0,0.0,0.0
1.0,13.0,0.0,1.0,129.0,245.0,3402.0,0.0,0.0,0.0
1.0,13.0,3.0,0.0,302.0,518.0,2288.0,0.0,0.0,0.0
1.0,7.0,1.0,1.0,132.0,233.0,1179.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,306.0,537.0,10779.0,0.0,0.0,0.0
1.0,8.0,0.0,1.0,352.0,281.0,1645.0,0.0,0.0,0.0
1.0,9.0,0.0,1.0,346.0,296.0,212.0,1.0,1.0,0.0
1.0,54.0,1.0,1.0,857.0,989.0,18609.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,143.0,1121.0,2214.0,0.0,0.0,0.0
1.0,35.0,9.0,1.0,307.0,418.0,4959.0,1.0,0.0,0.0
1.0,4.0,0.0,0.0,19861.0,497.0,402.0,0.0,0.0,1.0
1.0,17.0,1.0,0.0,25485.0,520.0,20847.0,1.0,1.0,1.0
1.0,36.0,6.0,1.0,701.0,2134.0,35638.0,0.0,1.0,1.0
1.0,9.0,0.0,1.0,306.0,179.0,158.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,708.0,432.0,1467.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,43.0,22.0,33.0,0.0,0.0,0.0
1.0,13.0,2.0,1.0,128.0,579.0,4220.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,56.0,85.0,130.0,0.0,0.0,0.0
1.0,6.0,11.0,0.0,788.0,4262.0,15073.0,0.0,0.0,0.0
1.0,21.0,5.0,1.0,119.0,132.0,170.0,0.0,0.0,0.0
1.0,0.0,11.0,0.0,806.0,1498.0,34030.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,226.0,13.0,7.0,0.0,0.0,0.0
1.0,46.0,4.0,1.0,3805.0,1092.0,360.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1329.0,988.0,614.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,196.0,86.0,5.0,0.0,0.0,0.0
1.0,2.0,1.0,1.0,324.0,485.0,265.0,0.0,0.0,0.0
1.0,11.0,2.0,0.0,644.0,400.0,5841.0,0.0,0.0,0.0
1.0,9.0,0.0,1.0,6058.0,957.0,3212.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,143.0,551.0,2403.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,546.0,364.0,908.0,0.0,0.0,0.0
1.0,8.0,2.0,1.0,187.0,510.0,314.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,15.0,155.0,184.0,0.0,0.0,0.0
1.0,17.0,1.0,1.0,273.0,101.0,174.0,0.0,0.0,0.0
1.0,4.0,1.0,0.0,755.0,1383.0,6414.0,1.0,0.0,0.0
1.0,8.0,1.0,1.0,284.0,379.0,1270.0,0.0,0.0,0.0
1.0,46.0,9.0,1.0,225.0,364.0,3533.0,0.0,1.0,1.0
1.0,12.0,3.0,1.0,532.0,509.0,2327.0,0.0,0.0,0.0
1.0,15.0,2.0,1.0,329.0,1226.0,517.0,0.0,0.0,0.0
1.0,9.0,1.0,1.0,282.0,548.0,1711.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1319.0,329.0,8.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,8.0,75.0,411.0,0.0,0.0,0.0
1.0,12.0,1.0,1.0,442.0,214.0,4917.0,0.0,0.0,1.0
1.0,20.0,3.0,0.0,6196.0,1967.0,22713.0,1.0,0.0,1.0
1.0,4.0,0.0,1.0,145.0,333.0,4104.0,0.0,0.0,0.0
1.0,14.0,1.0,1.0,281.0,146.0,221.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,10.0,71.0,18.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,415.0,319.0,10.0,0.0,0.0,0.0
1.0,2.0,1.0,1.0,1376.0,421.0,1575.0,0.0,0.0,1.0
1.0,15.0,2.0,1.0,1734.0,5025.0,25044.0,1.0,0.0,0.0
1.0,6.0,2.0,1.0,26.0,42.0,43.0,0.0,0.0,0.0
1.0,31.0,9.0,0.0,468.0,2059.0,24270.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,38.0,219.0,1038.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,27.0,171.0,183.0,0.0,0.0,0.0
1.0,0.0,5.0,1.0,79.0,80.0,174.0,0.0,0.0,0.0
1.0,7.0,1.0,0.0,114.0,228.0,447.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,229.0,783.0,1517.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,46.0,283.0,218.0,0.0,0.0,0.0
1.0,27.0,1.0,1.0,89.0,544.0,716.0,0.0,0.0,0.0
1.0,7.0,1.0,0.0,139.0,130.0,523.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,32.0,274.0,779.0,0.0,0.0,0.0
1.0,6.0,7.0,0.0,434.0,1009.0,3128.0,0.0,0.0,0.0
1.0,72.0,11.0,0.0,812.0,505.0,41255.0,0.0,0.0,1.0
1.0,4.0,0.0,1.0,46.0,53.0,759.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,154.0,164.0,64.0,0.0,0.0,0.0
1.0,10.0,2.0,1.0,126.0,270.0,143.0,0.0,0.0,0.0
1.0,10.0,0.0,1.0,99.0,110.0,23.0,0.0,0.0,0.0
1.0,5.0,0.0,0.0,799.0,776.0,24121.0,0.0,0.0,0.0
1.0,12.0,1.0,1.0,15.0,200.0,29.0,0.0,0.0,0.0
1.0,25.0,3.0,1.0,346.0,423.0,1945.0,0.0,0.0,0.0
1.0,17.0,1.0,0.0,118.0,677.0,1562.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,171.0,199.0,4328.0,0.0,0.0,0.0
1.0,27.0,5.0,0.0,804.0,460.0,7768.0,0.0,0.0,0.0
1.0,8.0,3.0,1.0,42.0,117.0,51.0,0.0,0.0,0.0
1.0,14.0,1.0,1.0,118.0,80.0,117.0,0.0,0.0,0.0
1.0,0.0,13.0,0.0,504.0,141.0,6688.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,88.0,342.0,134.0,0.0,0.0,0.0
1.0,10.0,1.0,1.0,195.0,282.0,549.0,0.0,0.0,0.0
1.0,16.0,3.0,0.0,595.0,539.0,3462.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,722.0,152.0,2829.0,0.0,0.0,0.0
1.0,10.0,0.0,0.0,39.0,182.0,34.0,0.0,0.0,0.0
1.0,8.0,1.0,1.0,141.0,70.0,5156.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,100.0,78.0,202.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,93.0,147.0,173.0,0.0,0.0,0.0
1.0,16.0,0.0,0.0,408.0,691.0,315.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,69.0,181.0,1294.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,145.0,3222.0,5419.0,0.0,0.0,0.0
1.0,13.0,1.0,1.0,8.0,99.0,832.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,70.0,297.0,162.0,0.0,0.0,0.0
1.0,4.0,2.0,1.0,57.0,559.0,1705.0,0.0,0.0,0.0
1.0,14.0,1.0,1.0,48.0,200.0,2815.0,0.0,0.0,0.0
1.0,16.0,1.0,0.0,140.0,1005.0,13436.0,0.0,0.0,0.0
1.0,13.0,4.0,1.0,29992.0,575.0,5188.0,1.0,0.0,1.0
1.0,6.0,0.0,0.0,530.0,2702.0,11041.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,4315.0,467.0,36.0,0.0,0.0,1.0
1.0,9.0,0.0,1.0,461.0,620.0,49.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,323.0,65.0,244.0,0.0,0.0,1.0
1.0,6.0,1.0,1.0,125.0,116.0,196.0,0.0,0.0,0.0
1.0,0.0,5.0,1.0,118.0,403.0,5341.0,0.0,1.0,0.0
1.0,52.0,17.0,1.0,234.0,418.0,1429.0,0.0,0.0,0.0
1.0,7.0,4.0,0.0,168.0,235.0,537.0,0.0,0.0,0.0
1.0,8.0,0.0,0.0,327.0,216.0,525.0,0.0,0.0,0.0
1.0,9.0,0.0,0.0,371.0,585.0,239.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,557.0,735.0,1124.0,0.0,0.0,0.0
1.0,12.0,2.0,1.0,97.0,243.0,2.0,0.0,0.0,0.0
1.0,8.0,0.0,1.0,887.0,857.0,9135.0,0.0,0.0,0.0
1.0,21.0,6.0,0.0,283.0,428.0,1252.0,0.0,0.0,0.0
1.0,9.0,2.0,0.0,2414.0,577.0,1195.0,0.0,0.0,1.0
1.0,15.0,1.0,1.0,61.0,210.0,248.0,0.0,0.0,0.0
1.0,7.0,0.0,1.0,1019.0,398.0,4438.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,137.0,953.0,7344.0,0.0,0.0,0.0
1.0,0.0,3.0,1.0,184.0,2106.0,333.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,103.0,100.0,589.0,0.0,0.0,0.0
1.0,33.0,7.0,1.0,902.0,587.0,713.0,1.0,0.0,1.0
1.0,7.0,4.0,1.0,3720.0,5476.0,29994.0,1.0,1.0,1.0
1.0,5.0,0.0,1.0,94.0,193.0,106.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,58.0,239.0,59.0,0.0,0.0,0.0
1.0,21.0,2.0,1.0,43.0,309.0,2107.0,0.0,0.0,0.0
1.0,5.0,23.0,1.0,44.0,471.0,372.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,190.0,137.0,1006.0,0.0,0.0,0.0
1.0,17.0,0.0,0.0,414.0,297.0,4052.0,0.0,0.0,0.0
1.0,17.0,2.0,1.0,85.0,97.0,484.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,8.0,9.0,16.0,0.0,0.0,1.0
1.0,5.0,1.0,1.0,44.0,663.0,0.0,0.0,0.0,0.0
1.0,7.0,1.0,0.0,160.0,663.0,4148.0,0.0,0.0,0.0
1.0,5.0,1.0,1.0,169.0,218.0,435.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,46.0,357.0,39.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,151.0,98.0,1113.0,0.0,0.0,0.0
1.0,28.0,5.0,0.0,251.0,785.0,3507.0,0.0,0.0,0.0
1.0,5.0,15.0,1.0,433.0,377.0,864.0,0.0,0.0,1.0
1.0,7.0,0.0,1.0,18.0,107.0,163.0,0.0,0.0,0.0
1.0,6.0,6.0,0.0,4047.0,576.0,23.0,1.0,0.0,0.0
1.0,9.0,1.0,1.0,195.0,103.0,1.0,0.0,0.0,0.0
1.0,8.0,2.0,0.0,128.0,16.0,477.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,244.0,1390.0,1066.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,683.0,167.0,5742.0,0.0,0.0,1.0
1.0,8.0,2.0,1.0,3240.0,654.0,895.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,30.0,115.0,0.0,0.0,0.0,0.0
1.0,6.0,0.0,1.0,976.0,413.0,450.0,1.0,0.0,0.0
1.0,4.0,6.0,1.0,100.0,283.0,233.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,87.0,404.0,1189.0,0.0,0.0,0.0
1.0,7.0,0.0,1.0,283.0,505.0,102.0,0.0,0.0,0.0
1.0,8.0,1.0,0.0,200.0,73.0,17558.0,0.0,0.0,0.0
1.0,6.0,0.0,1.0,40.0,99.0,21.0,0.0,0.0,0.0
1.0,33.0,4.0,1.0,131.0,118.0,7750.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2333.0,316.0,795.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,19.0,29.0,71.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0
1.0,5.0,12.0,1.0,189.0,420.0,4837.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,943.0,4523.0,57503.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,341.0,336.0,138.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,364.0,329.0,152.0,0.0,0.0,0.0
1.0,8.0,1.0,1.0,317.0,468.0,1064.0,0.0,0.0,0.0
1.0,21.0,0.0,1.0,162.0,784.0,295.0,0.0,0.0,0.0
1.0,9.0,1.0,1.0,18.0,118.0,813.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,49.0,463.0,1018.0,0.0,0.0,0.0
1.0,9.0,0.0,0.0,403.0,283.0,132.0,0.0,0.0,0.0
1.0,7.0,1.0,0.0,569.0,1099.0,2599.0,0.0,0.0,0.0
1.0,6.0,0.0,0.0,1771.0,2808.0,8017.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,268.0,222.0,541.0,0.0,0.0,0.0
1.0,7.0,1.0,1.0,114.0,208.0,1727.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,13.0,221.0,145.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,78.0,119.0,248.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,91.0,123.0,814.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,34.0,177.0,193.0,0.0,0.0,0.0
1.0,15.0,2.0,1.0,187.0,87.0,496.0,0.0,0.0,0.0
1.0,14.0,3.0,0.0,145.0,594.0,12037.0,0.0,0.0,0.0
1.0,20.0,2.0,0.0,574.0,396.0,15878.0,0.0,0.0,1.0
1.0,12.0,3.0,1.0,104.0,436.0,293.0,0.0,0.0,0.0
1.0,39.0,0.0,1.0,440.0,230.0,3307.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,2530.0,1015.0,10940.0,0.0,0.0,0.0
1.0,14.0,0.0,0.0,70.0,137.0,10.0,0.0,0.0,0.0
1.0,13.0,2.0,1.0,169.0,1310.0,269.0,0.0,0.0,0.0
1.0,8.0,0.0,1.0,181.0,92.0,97.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,363.0,347.0,988.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,16.0,27.0,48.0,0.0,0.0,0.0
1.0,7.0,0.0,1.0,87.0,252.0,9340.0,0.0,0.0,1.0
1.0,6.0,1.0,0.0,698.0,496.0,2230.0,0.0,0.0,0.0
1.0,9.0,0.0,0.0,154.0,222.0,1086.0,0.0,0.0,0.0
1.0,28.0,9.0,1.0,242.0,231.0,2221.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,246.0,187.0,3283.0,0.0,0.0,0.0
1.0,7.0,1.0,1.0,185.0,265.0,1612.0,0.0,0.0,0.0
1.0,19.0,2.0,0.0,1632.0,123.0,300.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,23.0,87.0,137.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,182.0,316.0,468.0,0.0,0.0,0.0
1.0,3.0,9.0,1.0,538.0,267.0,5866.0,0.0,0.0,0.0
1.0,8.0,0.0,1.0,522.0,811.0,3890.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,92.0,393.0,1086.0,0.0,0.0,0.0
1.0,35.0,2.0,0.0,82.0,221.0,695.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,343.0,208.0,57.0,0.0,0.0,0.0
1.0,4.0,0.0,0.0,7848.0,3466.0,80487.0,0.0,0.0,0.0
1.0,8.0,1.0,0.0,86.0,634.0,1020.0,0.0,0.0,0.0
1.0,9.0,0.0,0.0,686.0,303.0,68.0,0.0,0.0,0.0
1.0,10.0,2.0,1.0,143.0,148.0,313.0,0.0,1.0,0.0
1.0,5.0,0.0,0.0,17.0,1307.0,7557.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,221.0,126.0,2.0,0.0,0.0,0.0
1.0,28.0,1.0,1.0,406.0,915.0,26817.0,0.0,0.0,0.0
1.0,18.0,4.0,0.0,2199.0,109.0,3028.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,87.0,297.0,863.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,121.0,575.0,784.0,0.0,0.0,0.0
1.0,8.0,0.0,1.0,243.0,879.0,10810.0,0.0,0.0,0.0
1.0,12.0,3.0,1.0,430.0,569.0,4919.0,0.0,0.0,0.0
1.0,12.0,0.0,1.0,199.0,326.0,262.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,68.0,511.0,1896.0,0.0,0.0,0.0
1.0,16.0,3.0,1.0,213.0,248.0,3181.0,0.0,1.0,0.0
1.0,4.0,0.0,1.0,4.0,9.0,70.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,280.0,1241.0,42488.0,0.0,0.0,0.0
1.0,8.0,0.0,1.0,293.0,182.0,634.0,0.0,0.0,0.0
1.0,9.0,0.0,1.0,172.0,262.0,24.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,404.0,1253.0,614.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,24.0,38.0,6.0,0.0,0.0,0.0
1.0,24.0,4.0,0.0,505.0,337.0,136.0,0.0,0.0,0.0
1.0,47.0,6.0,1.0,169.0,127.0,786.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,58.0,181.0,3.0,0.0,0.0,0.0
1.0,13.0,0.0,1.0,694.0,1025.0,562.0,0.0,0.0,0.0
1.0,6.0,0.0,1.0,164.0,230.0,288.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,73.0,52.0,322.0,0.0,0.0,0.0
1.0,9.0,2.0,1.0,121.0,165.0,399.0,0.0,0.0,0.0
1.0,6.0,1.0,0.0,124.0,408.0,519.0,0.0,1.0,0.0
1.0,8.0,0.0,1.0,77.0,203.0,2931.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,33.0,182.0,123.0,0.0,0.0,0.0
1.0,20.0,2.0,1.0,213020.0,1639.0,43780.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,60.0,41.0,743.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,38.0,187.0,124.0,0.0,1.0,0.0
1.0,16.0,0.0,1.0,46.0,576.0,577.0,0.0,0.0,0.0
1.0,14.0,2.0,1.0,137.0,111.0,436.0,0.0,0.0,0.0
1.0,14.0,2.0,1.0,64.0,56.0,1026.0,0.0,0.0,0.0
1.0,7.0,2.0,1.0,62.0,381.0,38.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,137.0,468.0,1161.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,46.0,1820.0,14442.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,31.0,152.0,50.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,48.0,3.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,82.0,181.0,126.0,0.0,0.0,0.0
1.0,11.0,7.0,1.0,165.0,380.0,4411.0,0.0,0.0,0.0
1.0,6.0,1.0,1.0,808.0,172.0,2088.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,293.0,431.0,1586.0,0.0,0.0,0.0
1.0,4.0,3.0,1.0,168.0,756.0,88.0,0.0,0.0,0.0
1.0,15.0,0.0,1.0,2.0,89.0,715.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,319.0,297.0,3605.0,0.0,0.0,0.0
1.0,8.0,2.0,0.0,91.0,1533.0,1319.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,112.0,153.0,837.0,0.0,0.0,0.0
1.0,19.0,0.0,0.0,217.0,61.0,257.0,0.0,0.0,0.0
1.0,8.0,1.0,1.0,364.0,116.0,850.0,0.0,0.0,0.0
1.0,7.0,1.0,1.0,17.0,30.0,21.0,0.0,0.0,0.0
1.0,4.0,0.0,0.0,67.0,185.0,3111.0,0.0,0.0,1.0
1.0,0.0,2.0,1.0,368.0,608.0,641.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,145.0,172.0,1007.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,25.0,158.0,158.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,337.0,350.0,835.0,0.0,0.0,0.0
1.0,4.0,2.0,1.0,137.0,448.0,843.0,0.0,0.0,0.0
1.0,21.0,0.0,0.0,303.0,3504.0,1813.0,0.0,0.0,0.0
1.0,7.0,2.0,0.0,579.0,4842.0,54576.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,7.0,8.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,125.0,317.0,1.0,0.0,0.0,0.0
1.0,8.0,1.0,1.0,74.0,266.0,166.0,0.0,1.0,0.0
1.0,5.0,0.0,1.0,61.0,202.0,6308.0,0.0,1.0,0.0
