Description,DescriptionLen,SpecialChar,UserGender,UserFan,UserFollow,UserWeibo,UserVerified,LoyalFan,Vip
1.0,31.0,10.0,1.0,1057.0,846.0,4063.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,992.0,751.0,2286.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,43.0,250.0,571.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,808.0,1397.0,3087.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,22.0,21.0,0.0,0.0,0.0
1.0,6.0,1.0,1.0,38.0,200.0,54.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,43565.0,952.0,484.0,1.0,0.0,1.0
1.0,9.0,1.0,1.0,363.0,299.0,198.0,0.0,0.0,0.0
1.0,4.0,1.0,1.0,63.0,309.0,849.0,0.0,0.0,0.0
1.0,21.0,2.0,1.0,168.0,195.0,361.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,503.0,269.0,2814.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,286.0,608.0,1214.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,74.0,23.0,408.0,0.0,0.0,0.0
1.0,9.0,1.0,1.0,2964.0,645.0,15520.0,0.0,0.0,0.0
1.0,8.0,0.0,0.0,357.0,131.0,1969.0,0.0,0.0,0.0
1.0,0.0,19.0,0.0,6088.0,299.0,58.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,59.0,189.0,55.0,0.0,1.0,0.0
1.0,9.0,9.0,1.0,647.0,124.0,4487.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,460.0,2237.0,2030.0,0.0,0.0,1.0
1.0,8.0,1.0,1.0,258.0,653.0,139.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,29.0,96.0,192.0,0.0,0.0,0.0
1.0,5.0,0.0,0.0,45.0,3355.0,10359.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,86.0,263.0,148.0,0.0,0.0,0.0
1.0,9.0,0.0,1.0,749.0,699.0,8445.0,0.0,0.0,0.0
1.0,23.0,2.0,1.0,498.0,1081.0,12971.0,1.0,0.0,1.0
1.0,22.0,4.0,1.0,388.0,833.0,4538.0,0.0,0.0,0.0
1.0,8.0,1.0,1.0,278.0,273.0,594.0,0.0,0.0,0.0
1.0,17.0,2.0,1.0,39.0,70.0,5.0,0.0,0.0,0.0
1.0,14.0,1.0,1.0,4488.0,1500.0,16945.0,1.0,0.0,1.0
1.0,5.0,0.0,1.0,143.0,231.0,1867.0,0.0,0.0,0.0
1.0,68.0,1.0,1.0,2994.0,1024.0,20229.0,0.0,0.0,0.0
1.0,49.0,1.0,0.0,95.0,64.0,6721.0,0.0,0.0,0.0
1.0,8.0,0.0,0.0,172.0,83.0,1680.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,69.0,79.0,89.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,13.0,86.0,36.0,0.0,0.0,0.0
1.0,20.0,2.0,1.0,823.0,886.0,4476.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,94.0,319.0,495.0,0.0,0.0,0.0
1.0,15.0,2.0,1.0,690.0,2237.0,2721.0,0.0,0.0,0.0
1.0,11.0,2.0,1.0,186.0,103.0,1705.0,0.0,0.0,0.0
1.0,3.0,6.0,1.0,371.0,251.0,10.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,19.0,49.0,849.0,0.0,1.0,0.0
1.0,40.0,1.0,1.0,43.0,258.0,2971.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,548.0,496.0,1534.0,0.0,0.0,0.0
1.0,6.0,1.0,1.0,51.0,884.0,2165.0,0.0,0.0,1.0
1.0,54.0,7.0,1.0,455.0,299.0,674.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,60.0,545.0,2182.0,0.0,0.0,0.0
1.0,37.0,7.0,1.0,985.0,2896.0,22824.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,594.0,929.0,2950.0,0.0,0.0,0.0
1.0,18.0,3.0,1.0,527.0,168.0,387.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,72.0,174.0,184.0,0.0,1.0,0.0
1.0,28.0,0.0,1.0,164.0,961.0,903.0,0.0,0.0,0.0
1.0,8.0,3.0,0.0,709.0,96.0,4397.0,0.0,0.0,1.0
1.0,13.0,2.0,1.0,1312.0,1101.0,16905.0,0.0,0.0,1.0
1.0,4.0,0.0,1.0,78.0,443.0,1033.0,0.0,0.0,0.0
1.0,8.0,2.0,1.0,225.0,170.0,453.0,0.0,0.0,0.0
1.0,6.0,4.0,0.0,285.0,364.0,242.0,0.0,0.0,0.0
1.0,11.0,2.0,1.0,924.0,1394.0,561.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,2118.0,2371.0,2980.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,1521.0,1502.0,14426.0,0.0,1.0,0.0
1.0,12.0,2.0,1.0,164.0,310.0,1007.0,0.0,0.0,0.0
1.0,9.0,0.0,1.0,541.0,531.0,1208.0,0.0,0.0,0.0
1.0,13.0,0.0,0.0,476.0,2114.0,10193.0,0.0,0.0,0.0
1.0,7.0,4.0,1.0,561.0,817.0,2920.0,0.0,0.0,0.0
1.0,22.0,12.0,1.0,1000.0,2274.0,8945.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,19.0,265.0,265.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,561.0,139.0,1905.0,0.0,1.0,0.0
1.0,14.0,0.0,1.0,146.0,192.0,363.0,0.0,0.0,0.0
1.0,14.0,0.0,0.0,15.0,56.0,5344.0,0.0,0.0,0.0
1.0,14.0,2.0,1.0,272.0,157.0,2234.0,0.0,0.0,0.0
1.0,12.0,1.0,1.0,304.0,306.0,3573.0,0.0,0.0,1.0
1.0,16.0,4.0,0.0,631.0,406.0,3822.0,0.0,0.0,0.0
1.0,8.0,0.0,1.0,566.0,613.0,10056.0,0.0,0.0,0.0
1.0,11.0,1.0,1.0,2167.0,936.0,24037.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,55.0,430.0,8498.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,3057.0,2984.0,2984.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,221.0,238.0,859.0,0.0,0.0,0.0
1.0,6.0,0.0,1.0,661.0,387.0,4599.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,294.0,223.0,1732.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,142.0,93.0,2362.0,0.0,0.0,0.0
1.0,8.0,1.0,1.0,51.0,287.0,12.0,0.0,0.0,0.0
1.0,14.0,2.0,1.0,7158.0,914.0,10128.0,1.0,0.0,0.0
1.0,5.0,0.0,0.0,114.0,277.0,3031.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1007.0,333.0,498.0,0.0,0.0,0.0
1.0,17.0,0.0,1.0,1163.0,535.0,2814.0,0.0,0.0,0.0
1.0,10.0,1.0,1.0,93.0,332.0,1326.0,0.0,0.0,1.0
1.0,20.0,1.0,1.0,956.0,2573.0,19924.0,0.0,0.0,0.0
1.0,12.0,1.0,1.0,849.0,70.0,439.0,0.0,0.0,0.0
1.0,36.0,2.0,1.0,630.0,1163.0,2028.0,0.0,0.0,0.0
1.0,14.0,3.0,1.0,1657.0,673.0,8708.0,0.0,0.0,1.0
1.0,30.0,4.0,0.0,355.0,552.0,7783.0,0.0,0.0,0.0
1.0,7.0,2.0,1.0,42.0,96.0,518.0,0.0,0.0,0.0
1.0,5.0,6.0,0.0,556.0,999.0,14117.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,53.0,699.0,5546.0,0.0,0.0,0.0
1.0,14.0,2.0,1.0,13396.0,2036.0,5298.0,1.0,0.0,1.0
1.0,15.0,1.0,1.0,23116.0,1543.0,20965.0,1.0,0.0,0.0
1.0,5.0,0.0,1.0,189.0,565.0,152.0,0.0,0.0,0.0
1.0,10.0,1.0,1.0,344.0,323.0,730.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,581.0,868.0,1444.0,0.0,0.0,0.0
1.0,5.0,0.0,1.0,28135.0,4540.0,22628.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,220.0,454.0,5835.0,0.0,1.0,0.0
1.0,9.0,1.0,1.0,649.0,201.0,7402.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2543.0,627.0,704.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,26.0,278.0,382.0,0.0,0.0,0.0
1.0,70.0,4.0,0.0,1185.0,592.0,2022.0,0.0,0.0,0.0
1.0,38.0,8.0,0.0,344.0,515.0,11629.0,0.0,0.0,0.0
1.0,11.0,2.0,0.0,13.0,184.0,4382.0,0.0,0.0,0.0
1.0,8.0,2.0,1.0,902.0,629.0,25866.0,0.0,0.0,1.0
1.0,10.0,1.0,0.0,839.0,4518.0,4461.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,474.0,264.0,94.0,0.0,0.0,0.0
1.0,9.0,0.0,0.0,280.0,364.0,1160.0,0.0,0.0,0.0
1.0,6.0,0.0,0.0,174.0,247.0,6127.0,0.0,0.0,0.0
1.0,3.0,1.0,1.0,80.0,311.0,701.0,0.0,0.0,0.0
1.0,13.0,2.0,0.0,265.0,472.0,26502.0,0.0,0.0,0.0
1.0,4.0,1.0,0.0,580.0,350.0,456.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,53.0,94.0,5.0,0.0,0.0,0.0
1.0,10.0,1.0,1.0,142.0,1516.0,36438.0,0.0,0.0,0.0
1.0,8.0,1.0,0.0,518.0,433.0,11010.0,0.0,0.0,1.0
1.0,56.0,6.0,1.0,308.0,837.0,1947.0,0.0,0.0,0.0
1.0,8.0,1.0,0.0,255.0,423.0,1972.0,0.0,0.0,0.0
1.0,11.0,0.0,1.0,378.0,271.0,1343.0,0.0,0.0,0.0
1.0,5.0,1.0,0.0,192.0,416.0,116.0,0.0,0.0,0.0
1.0,7.0,0.0,0.0,212.0,782.0,9628.0,0.0,0.0,0.0
1.0,1.0,2.0,1.0,187.0,498.0,1457.0,0.0,0.0,0.0
1.0,8.0,1.0,0.0,171.0,1741.0,25500.0,0.0,0.0,0.0
1.0,16.0,0.0,0.0,1290.0,1016.0,1408.0,0.0,0.0,1.0
1.0,12.0,0.0,1.0,137.0,87.0,493.0,0.0,0.0,0.0
1.0,44.0,1.0,1.0,537.0,1214.0,5160.0,0.0,0.0,0.0
1.0,43.0,7.0,1.0,33099.0,104.0,2329.0,1.0,0.0,0.0
1.0,16.0,0.0,1.0,583.0,981.0,13037.0,0.0,0.0,0.0
1.0,6.0,0.0,1.0,263.0,481.0,1400.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,544.0,480.0,893.0,0.0,0.0,0.0
1.0,12.0,8.0,0.0,180.0,529.0,2597.0,0.0,0.0,1.0
1.0,7.0,0.0,1.0,202.0,357.0,1012.0,0.0,0.0,0.0
1.0,7.0,0.0,0.0,709.0,1494.0,4297.0,0.0,0.0,0.0
1.0,15.0,2.0,1.0,2115.0,1244.0,23706.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,106.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,635.0,110.0,999.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,3680.0,270.0,33.0,0.0,0.0,0.0
1.0,50.0,0.0,1.0,489.0,325.0,250.0,0.0,0.0,0.0
1.0,14.0,0.0,1.0,121.0,320.0,2098.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,84.0,152.0,242.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,170.0,1092.0,2513.0,0.0,0.0,0.0
1.0,8.0,0.0,1.0,117.0,1094.0,281.0,0.0,0.0,0.0
1.0,6.0,1.0,1.0,74.0,699.0,758.0,0.0,0.0,0.0
1.0,19.0,2.0,1.0,311.0,209.0,3204.0,0.0,1.0,0.0
1.0,24.0,5.0,1.0,3619.0,1241.0,5702.0,0.0,0.0,0.0
1.0,15.0,0.0,1.0,693.0,447.0,5620.0,0.0,0.0,0.0
1.0,8.0,1.0,1.0,49.0,158.0,1468.0,0.0,0.0,0.0
1.0,24.0,1.0,0.0,1042.0,4991.0,16553.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,1198.0,850.0,4253.0,0.0,0.0,0.0
1.0,42.0,3.0,1.0,645.0,3791.0,6979.0,0.0,0.0,0.0
1.0,5.0,8.0,1.0,421.0,366.0,1625.0,0.0,0.0,0.0
1.0,45.0,9.0,0.0,694.0,461.0,928.0,0.0,0.0,0.0
1.0,5.0,0.0,0.0,11404.0,1367.0,15747.0,1.0,0.0,1.0
1.0,2.0,0.0,0.0,366.0,428.0,1669.0,0.0,0.0,0.0
1.0,49.0,8.0,1.0,390.0,665.0,949.0,0.0,0.0,0.0
1.0,5.0,1.0,1.0,422.0,276.0,1621.0,0.0,0.0,0.0
1.0,9.0,3.0,0.0,3396.0,335.0,3560.0,1.0,0.0,0.0
1.0,9.0,6.0,1.0,197.0,741.0,1408.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,79.0,204.0,273.0,0.0,0.0,0.0
1.0,8.0,0.0,1.0,490.0,770.0,1414.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,107.0,276.0,455.0,0.0,0.0,0.0
1.0,14.0,2.0,0.0,407.0,731.0,102.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,111.0,207.0,8.0,0.0,0.0,0.0
1.0,18.0,0.0,1.0,402.0,538.0,715.0,0.0,0.0,0.0
1.0,10.0,0.0,1.0,580.0,951.0,648.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,390.0,1120.0,12258.0,0.0,0.0,0.0
1.0,19.0,0.0,1.0,1548.0,676.0,4464.0,0.0,0.0,0.0
1.0,14.0,0.0,0.0,1644.0,503.0,151.0,1.0,0.0,0.0
1.0,9.0,0.0,1.0,552.0,584.0,2337.0,0.0,0.0,0.0
1.0,46.0,7.0,1.0,1738.0,5024.0,74526.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,236.0,1228.0,6071.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,303.0,875.0,322.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,185.0,540.0,1507.0,0.0,0.0,0.0
1.0,8.0,0.0,0.0,73.0,559.0,2071.0,0.0,0.0,0.0
1.0,13.0,3.0,1.0,216.0,1431.0,1275.0,0.0,0.0,0.0
1.0,36.0,2.0,1.0,384.0,254.0,956.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,10.0,93.0,14.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,128.0,129.0,12.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,253.0,1040.0,935.0,0.0,0.0,0.0
1.0,8.0,1.0,1.0,265.0,173.0,4467.0,0.0,0.0,0.0
1.0,10.0,0.0,0.0,1514.0,927.0,10084.0,1.0,0.0,0.0
1.0,7.0,2.0,1.0,459.0,407.0,1944.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,785.0,948.0,54.0,0.0,0.0,0.0
1.0,23.0,3.0,1.0,228.0,859.0,1054.0,0.0,0.0,0.0
1.0,26.0,5.0,0.0,470.0,1048.0,66.0,0.0,0.0,0.0
1.0,10.0,3.0,1.0,81.0,132.0,57.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,2060.0,8068.0,76350.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,152.0,954.0,1862.0,0.0,0.0,0.0
1.0,6.0,1.0,1.0,50.0,61.0,67.0,0.0,0.0,0.0
1.0,8.0,2.0,1.0,95.0,244.0,2265.0,0.0,0.0,0.0
1.0,16.0,3.0,1.0,182.0,335.0,655.0,0.0,0.0,0.0
1.0,30.0,2.0,0.0,70.0,316.0,510.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,3315.0,371.0,422.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,255.0,415.0,1238.0,0.0,0.0,0.0
1.0,8.0,3.0,1.0,725.0,674.0,5886.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,93.0,664.0,19832.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,39.0,985.0,4206.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,213.0,99.0,566.0,0.0,0.0,0.0
1.0,50.0,11.0,1.0,551.0,315.0,6600.0,0.0,0.0,0.0
1.0,4.0,1.0,1.0,2332.0,190.0,760.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,367.0,697.0,1061.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,707.0,443.0,9227.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,917.0,846.0,10512.0,0.0,0.0,0.0
1.0,9.0,0.0,0.0,336.0,1006.0,1768.0,0.0,1.0,0.0
1.0,5.0,1.0,1.0,3162.0,1122.0,1637.0,0.0,0.0,0.0
1.0,31.0,2.0,1.0,9.0,60.0,146.0,0.0,0.0,0.0
1.0,10.0,0.0,0.0,577.0,262.0,9265.0,0.0,0.0,1.0
1.0,27.0,1.0,1.0,384.0,668.0,1496.0,0.0,0.0,1.0
1.0,12.0,5.0,1.0,144.0,100.0,4701.0,0.0,0.0,1.0
1.0,7.0,1.0,1.0,386.0,184.0,78.0,0.0,0.0,0.0
1.0,7.0,0.0,1.0,248.0,1301.0,6599.0,0.0,0.0,0.0
1.0,7.0,0.0,0.0,293.0,1901.0,10938.0,0.0,0.0,0.0
1.0,17.0,0.0,1.0,301.0,266.0,744.0,0.0,0.0,0.0
1.0,4.0,2.0,1.0,423.0,686.0,18868.0,0.0,0.0,0.0
1.0,14.0,1.0,1.0,813.0,450.0,5989.0,0.0,0.0,0.0
1.0,9.0,1.0,1.0,351.0,190.0,403.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,176.0,460.0,1008.0,0.0,0.0,0.0
1.0,14.0,2.0,1.0,316.0,395.0,2362.0,0.0,1.0,0.0
1.0,3.0,0.0,1.0,104.0,389.0,395.0,0.0,0.0,0.0
1.0,14.0,1.0,0.0,213.0,2207.0,4124.0,0.0,0.0,1.0
1.0,0.0,23.0,0.0,412.0,160.0,4075.0,0.0,0.0,0.0
1.0,4.0,8.0,1.0,247.0,1687.0,13327.0,0.0,0.0,1.0
1.0,4.0,4.0,1.0,408.0,928.0,9392.0,0.0,0.0,1.0
1.0,10.0,3.0,0.0,512.0,585.0,2316.0,0.0,0.0,0.0
1.0,9.0,3.0,1.0,2689.0,2235.0,25449.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,3001.0,250.0,582.0,0.0,0.0,0.0
1.0,18.0,1.0,1.0,78.0,243.0,1635.0,0.0,1.0,0.0
1.0,12.0,0.0,1.0,13.0,58.0,14105.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,104.0,205.0,366.0,0.0,0.0,0.0
1.0,7.0,1.0,1.0,9235.0,532.0,750.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,15.0,115.0,31.0,0.0,0.0,0.0
1.0,8.0,1.0,0.0,4217.0,1662.0,786.0,1.0,0.0,0.0
1.0,4.0,1.0,1.0,606.0,169.0,3310.0,0.0,1.0,0.0
1.0,5.0,0.0,0.0,85.0,753.0,2616.0,0.0,0.0,0.0
1.0,0.0,3.0,0.0,117.0,366.0,1008.0,0.0,1.0,0.0
1.0,32.0,10.0,0.0,419.0,1792.0,25784.0,1.0,0.0,1.0
1.0,39.0,5.0,1.0,1171.0,365.0,912.0,0.0,0.0,0.0
1.0,8.0,0.0,0.0,4240.0,959.0,13421.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,19.0,30.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,204.0,275.0,563.0,0.0,0.0,0.0
1.0,3.0,1.0,1.0,120.0,225.0,1059.0,0.0,0.0,0.0
1.0,11.0,2.0,1.0,763.0,2079.0,1174.0,0.0,0.0,0.0
1.0,2.0,0.0,1.0,69.0,198.0,826.0,0.0,0.0,0.0
1.0,12.0,0.0,0.0,4823.0,458.0,5.0,0.0,0.0,0.0
1.0,14.0,3.0,0.0,264.0,8319.0,34019.0,0.0,0.0,0.0
1.0,47.0,6.0,0.0,27567.0,353.0,3559.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,17.0,350.0,57.0,0.0,0.0,0.0
1.0,4.0,0.0,1.0,103.0,89.0,1466.0,0.0,1.0,0.0
1.0,12.0,3.0,0.0,1152.0,986.0,25238.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,522.0,349.0,5748.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,395.0,218.0,186.0,0.0,0.0,0.0
1.0,7.0,1.0,1.0,595.0,303.0,4246.0,0.0,0.0,1.0
1.0,13.0,0.0,1.0,508.0,437.0,6115.0,0.0,0.0,0.0
1.0,7.0,0.0,1.0,73.0,332.0,4815.0,0.0,0.0,0.0
1.0,3.0,0.0,1.0,588.0,886.0,5994.0,0.0,0.0,0.0
1.0,10.0,0.0,1.0,765.0,433.0,98.0,0.0,0.0,0.0
1.0,0.0,5.0,1.0,577.0,606.0,4718.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,15.0,48.0,147.0,0.0,0.0,0.0
1.0,14.0,0.0,0.0,746.0,298.0,612.0,0.0,0.0,0.0
1.0,18.0,3.0,0.0,591.0,498.0,6353.0,0.0,0.0,0.0
1.0,55.0,12.0,1.0,82.0,195.0,1323.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,94.0,35.0,157.0,0.0,0.0,0.0
