Label,D1,D2
0.0,-22.01430892944336,16.27019691467285
4.0,72.17146301269531,-39.71577835083008
4.0,15.526352882385254,-57.073951721191406
0.0,-22.295825958251953,17.043014526367188
0.0,-67.40940856933594,-8.695674896240234
0.0,-0.984485387802124,-21.900405883789062
0.0,-21.711301803588867,17.32340431213379
0.0,16.380918502807617,-25.42989730834961
0.0,-22.078371047973633,17.246944427490234
3.0,35.08738327026367,49.50410842895508
0.0,-21.326204299926758,16.811182022094727
0.0,-21.37711524963379,17.071044921875
0.0,-21.31845474243164,16.66843032836914
0.0,-21.379610061645508,17.071990966796875
4.0,42.43631362915039,-41.551414489746094
5.0,-48.81485366821289,-49.60280990600586
4.0,12.090373039245605,-51.81779479980469
5.0,-51.05680847167969,-30.869800567626953
0.0,-22.32535743713379,16.606971740722656
0.0,13.585756301879883,-26.9824161529541
0.0,-21.68958282470703,16.310148239135742
1.0,21.971933364868164,69.7288589477539
0.0,-22.069305419921875,16.27267837524414
5.0,-49.80854797363281,-31.039047241210938
0.0,-21.640050888061523,16.352169036865234
5.0,-38.89094924926758,-49.009788513183594
0.0,-40.351234436035156,-27.15308952331543
4.0,33.724281311035156,-25.402175903320312
0.0,-21.745500564575195,17.32076072692871
0.0,-22.305824279785156,16.53075408935547
5.0,-44.23610305786133,-62.43353271484375
4.0,13.294478416442871,-51.51471710205078
0.0,-22.14043617248535,17.21928596496582
4.0,25.215181350708008,-52.6737060546875
4.0,-19.020227432250977,-30.064674377441406
0.0,-21.209434509277344,16.28194808959961
0.0,-22.398801803588867,16.811664581298828
0.0,-27.55219078063965,31.83155632019043
4.0,41.191551208496094,-30.56875228881836
3.0,22.455224990844727,35.58702850341797
0.0,-3.718898296356201,25.42622184753418
4.0,-7.7526326179504395,-39.388397216796875
0.0,-23.30858039855957,7.885776042938232
3.0,81.07540130615234,17.517051696777344
2.0,-16.198583602905273,-51.79533004760742
0.0,-28.573598861694336,33.19633102416992
0.0,-25.175552368164062,33.58145523071289
4.0,29.638404846191406,-41.100433349609375
4.0,57.010032653808594,-55.13321304321289
3.0,42.794654846191406,10.0585298538208
4.0,22.047870635986328,-45.67283630371094
0.0,-3.16738224029541,43.09049987792969
5.0,17.693456649780273,-15.387752532958984
0.0,-58.482479095458984,6.195847988128662
3.0,35.09178924560547,49.2587890625
0.0,4.6468505859375,-17.55434226989746
0.0,-11.085205078125,27.08439826965332
3.0,58.784812927246094,-6.41101598739624
4.0,8.224565505981445,-8.808270454406738
0.0,-16.68141746520996,35.142147064208984
0.0,-36.582950592041016,25.25792694091797
5.0,-59.22433090209961,-39.86793518066406
4.0,29.309274673461914,-28.30398941040039
5.0,-42.409507751464844,-50.68665313720703
4.0,26.410371780395508,-54.41238021850586
2.0,30.60136604309082,-60.590538024902344
0.0,-3.315897226333618,13.256173133850098
4.0,35.64856719970703,-57.38904571533203
0.0,-15.314790725708008,2.236664295196533
0.0,-51.53029251098633,12.102387428283691
0.0,14.60926342010498,-6.110146522521973
0.0,-22.728757858276367,-15.446637153625488
0.0,-21.691574096679688,26.45541000366211
5.0,-28.24751091003418,-38.29568099975586
2.0,3.2649075984954834,-54.82526397705078
3.0,22.821815490722656,32.79520797729492
0.0,-22.410640716552734,-2.038501024246216
0.0,-5.670592308044434,12.079323768615723
3.0,65.6917724609375,42.60007095336914
0.0,-22.342878341674805,3.0562262535095215
4.0,8.220507621765137,-8.805334091186523
4.0,42.89570617675781,-28.7989444732666
0.0,-35.59117889404297,-0.17122921347618103
2.0,-0.4358002841472626,-69.25933837890625
3.0,42.520118713378906,11.208653450012207
3.0,22.826391220092773,35.26679611206055
1.0,32.227596282958984,65.67382049560547
0.0,-3.3535242080688477,4.257792949676514
0.0,-36.92363357543945,-7.4168195724487305
0.0,-39.629886627197266,-32.84499740600586
0.0,-32.71206283569336,15.485895156860352
0.0,-19.538625717163086,20.93210220336914
0.0,3.1074862480163574,-14.143841743469238
0.0,-70.587646484375,-12.175415992736816
3.0,57.864646911621094,2.959303140640259
0.0,-25.89522361755371,-35.57573318481445
0.0,-13.418861389160156,36.08195495605469
0.0,-20.6840877532959,18.012779235839844
0.0,-36.966064453125,20.72737693786621
2.0,5.377607822418213,-58.57948684692383
0.0,-20.3637752532959,3.7596163749694824
0.0,-25.95576286315918,35.19317626953125
0.0,11.642751693725586,-8.535990715026855
4.0,55.264732360839844,-43.96749496459961
2.0,5.2738566398620605,-64.21031951904297
0.0,-55.17496109008789,7.183303356170654
5.0,-46.3230094909668,-52.6983528137207
1.0,-19.09832191467285,73.10388946533203
3.0,67.71615600585938,9.137589454650879
2.0,5.925561428070068,-58.67997741699219
0.0,-2.3200886249542236,11.282330513000488
2.0,10.991843223571777,-53.28879165649414
0.0,0.13208535313606262,34.292091369628906
4.0,-15.56635856628418,-43.15601348876953
0.0,-9.207919120788574,78.5460205078125
0.0,-0.4407218396663666,14.462875366210938
3.0,25.691884994506836,37.70146560668945
0.0,-31.533166885375977,11.680886268615723
0.0,-32.88002014160156,-12.484055519104004
0.0,-56.618350982666016,9.994850158691406
0.0,-18.837814331054688,25.98019790649414
0.0,5.349269390106201,23.79505729675293
0.0,2.267483949661255,20.51219367980957
0.0,-20.880430221557617,24.6752986907959
0.0,-22.178903579711914,39.17192840576172
