Epoch,Step,Loss,Discrim_empi,Compress_empi,Discrim_theo,Compress_theo
0,0,-6.142768859863281,52.26219177246094,25.214548110961914,28.542518615722656,25.214548110961914
0,49,-6.4184722900390625,52.634315490722656,25.162118911743164,28.910263061523438,25.162118911743164
0,99,-6.661188125610352,53.305641174316406,25.32219696044922,29.56503677368164,25.32219696044922
0,149,-6.16609001159668,52.11259460449219,25.10146713256836,28.392578125,25.10146713256836
1,0,-6.4492034912109375,52.611122131347656,25.11747169494629,28.88115692138672,25.11747169494629
1,49,-6.834379196166992,53.280799865722656,25.13410186767578,29.543970108032227,25.13409996032715
1,99,-6.501558303833008,52.86375427246094,25.21669578552246,29.127761840820312,25.21669578552246
1,149,-6.6109466552734375,52.92584991455078,25.144563674926758,29.188169479370117,25.144561767578125
2,0,-6.819272994995117,53.432701110839844,25.2403507232666,29.692758560180664,25.2403507232666
2,49,-6.427755355834961,52.652137756347656,25.163528442382812,28.92232322692871,25.16352653503418
2,99,-6.699527740478516,53.03053283691406,25.118793487548828,29.29183578491211,25.118793487548828
2,149,-6.3968658447265625,52.50111770629883,25.103805541992188,28.778610229492188,25.103805541992188
3,0,-6.551542282104492,52.80744934082031,25.1329288482666,29.07150650024414,25.1329288482666
3,49,-7.0240631103515625,53.600460052490234,25.136215209960938,29.849637985229492,25.136215209960938
3,99,-6.556360244750977,52.96215057373047,25.220932006835938,29.222522735595703,25.220932006835938
3,149,-6.667287826538086,53.00358581542969,25.134864807128906,29.261899948120117,25.134864807128906
4,0,-6.425348281860352,52.707923889160156,25.19940757751465,28.974029541015625,25.19940757751465
4,49,-6.567708969116211,52.66386413574219,25.030611038208008,28.92837905883789,25.030611038208008
4,99,-6.777889251708984,53.328426361083984,25.219167709350586,29.580604553222656,25.219167709350586
4,149,-6.700891494750977,53.3131217956543,25.286983489990234,29.567237854003906,25.286983489990234
5,0,-6.423765182495117,52.460548400878906,25.05256462097168,28.733606338500977,25.05256462097168
5,49,-7.052238464355469,53.54364013671875,25.07394790649414,29.797534942626953,25.073944091796875
5,99,-6.489200592041016,52.758155822753906,25.165693283081055,29.020431518554688,25.165693283081055
