Epoch,Step,Loss,Discrim_empi,Compress_empi,Discrim_theo,Compress_theo
0,0,-5.322261810302734,55.354339599609375,27.890342712402344,31.568984985351562,27.89034080505371
0,49,-4.679655075073242,53.831443786621094,27.619211196899414,30.066972732543945,27.619211196899414
0,99,-4.939523696899414,54.345130920410156,27.66755485534668,30.57784652709961,27.667552947998047
0,149,-4.592622756958008,53.6826057434082,27.616941452026367,29.927030563354492,27.616941452026367
1,0,-5.016241073608398,54.268043518066406,27.544588088989258,30.50213050842285,27.544586181640625
1,49,-5.21864128112793,54.431175231933594,27.440065383911133,30.664161682128906,27.440065383911133
1,99,-4.874856948852539,54.11985778808594,27.59705924987793,30.355833053588867,27.597057342529297
1,149,-5.403890609741211,55.246517181396484,27.744020462036133,31.465845108032227,27.744020462036133
2,0,-5.594562530517578,55.249210357666016,27.55496597290039,31.470035552978516,27.55496597290039
2,49,-4.840330123901367,53.749656677246094,27.40946388244629,29.989381790161133,27.40946388244629
2,99,-4.814596176147461,54.1068000793457,27.649484634399414,30.340484619140625,27.649484634399414
2,149,-5.476552963256836,55.03337097167969,27.54347038269043,31.25249481201172,27.54347038269043
3,0,-5.495096206665039,54.81708526611328,27.39515495300293,31.041913986206055,27.39515495300293
3,49,-5.366647720336914,55.05894470214844,27.66872215270996,31.276199340820312,27.66872215270996
3,99,-5.418733596801758,55.269004821777344,27.7426700592041,31.483243942260742,27.7426700592041
3,149,-4.7047119140625,53.637630462646484,27.477867126464844,29.8759708404541,27.477867126464844
4,0,-4.808599472045898,54.10306167602539,27.65323829650879,30.34206771850586,27.65323829650879
4,49,-4.927511215209961,54.09223556518555,27.527830123901367,30.325368881225586,27.527828216552734
4,99,-5.052339553833008,54.236183166503906,27.489370346069336,30.466876983642578,27.489368438720703
4,149,-4.88969612121582,53.75004577636719,27.360334396362305,29.99130630493164,27.360334396362305
5,0,-5.282524108886719,55.09257888793945,27.773025512695312,31.313232421875,27.773021697998047
5,49,-4.935369491577148,54.38947677612305,27.69831657409668,30.6185302734375,27.69831657409668
5,99,-5.58038330078125,55.73761749267578,27.86219024658203,31.95252799987793,27.8621883392334
5,149,-5.169734954833984,54.6090087890625,27.595672607421875,30.838289260864258,27.595672607421875
6,0,-4.943660736083984,54.22391891479492,27.59069061279297,30.454397201538086,27.59069061279297
6,49,-5.085149765014648,54.16123580932617,27.411592483520508,30.39403533935547,27.411590576171875
6,99,-5.3378753662109375,54.495079040527344,27.359172821044922,30.727603912353516,27.35917091369629
6,149,-5.63385009765625,55.32042694091797,27.558406829833984,31.53577423095703,27.558406829833984
7,0,-5.861888885498047,56.30865478515625,27.92330551147461,32.515193939208984,27.92330551147461
7,49,-4.743345260620117,53.57933807373047,27.404260635375977,29.82086181640625,27.404260635375977
7,99,-5.480756759643555,55.39299392700195,27.755041122436523,31.618545532226562,27.75503921508789
7,149,-4.866065979003906,53.42417907714844,27.18844223022461,29.66748809814453,27.18844223022461
8,0,-5.228000640869141,54.85374450683594,27.684246063232422,31.07617950439453,27.68424415588379
8,49,-4.767402648925781,53.596824645996094,27.39069366455078,29.839405059814453,27.390687942504883
8,99,-4.673643112182617,53.656246185302734,27.520105361938477,29.8931827545166,27.520105361938477
8,149,-5.247440338134766,54.49284362792969,27.44826889038086,30.719270706176758,27.448265075683594
9,0,-5.04777717590332,54.251434326171875,27.503084182739258,30.47948455810547,27.503082275390625
9,49,-5.340522766113281,54.787723541259766,27.53211212158203,31.01241683959961,27.532106399536133
9,99,-4.840764999389648,53.70960235595703,27.38499641418457,29.948984146118164,27.384994506835938
9,149,-5.703937530517578,55.527862548828125,27.612781524658203,31.741008758544922,27.612781524658203
10,0,-5.633308410644531,55.35016632080078,27.576793670654297,31.576465606689453,27.576793670654297
10,49,-4.7302093505859375,53.961280822753906,27.646560668945312,30.194372177124023,27.64655876159668
10,99,-5.432859420776367,54.94318389892578,27.533052444458008,31.16244888305664,27.533052444458008
10,149,-5.466251373291016,55.186553955078125,27.64568328857422,31.402240753173828,27.64568328857422
11,0,-4.903459548950195,53.70624923706055,27.32029151916504,29.94753646850586,27.320289611816406
11,49,-5.300037384033203,54.301944732666016,27.281131744384766,30.53510093688965,27.281131744384766
11,99,-5.2187042236328125,54.49632263183594,27.47909164428711,30.725574493408203,27.47909164428711
11,149,-4.98310661315918,53.86357116699219,27.335039138793945,30.101299285888672,27.335039138793945
12,0,-5.363710403442383,54.50523376464844,27.33942985534668,30.733774185180664,27.339427947998047
12,49,-4.836824417114258,53.17681884765625,27.06926727294922,29.423114776611328,27.06926727294922
12,99,-5.358997344970703,54.828216552734375,27.537933349609375,31.05388069152832,27.53792953491211
12,149,-5.519086837768555,55.30023193359375,27.661054611206055,31.518856048583984,27.661054611206055
13,0,-5.412046432495117,54.70857238769531,27.41309928894043,30.93536376953125,27.41309928894043
13,49,-5.03924560546875,54.19792938232422,27.479515075683594,30.424997329711914,27.479515075683594
13,99,-4.709712982177734,53.45392990112305,27.362648010253906,29.6920166015625,27.362648010253906
13,149,-5.063758850097656,54.37662887573242,27.56222152709961,30.610679626464844,27.56222152709961
14,0,-5.538717269897461,54.642520904541016,27.246797561645508,30.870737075805664,27.246797561645508
14,49,-5.103492736816406,53.993526458740234,27.292625427246094,30.230085372924805,27.292625427246094
14,99,-5.105457305908203,54.22189712524414,27.42768096923828,30.454618453979492,27.42768096923828
14,149,-5.4778900146484375,54.746803283691406,27.370193481445312,30.971940994262695,27.37019157409668
15,0,-5.378570556640625,54.91187286376953,27.568553924560547,31.131942749023438,27.568553924560547
15,49,-4.916738510131836,53.98126983642578,27.47202491760254,30.219715118408203,27.472023010253906
15,99,-5.30286979675293,54.644439697265625,27.483797073364258,30.86728286743164,27.483797073364258
15,149,-4.704080581665039,53.367408752441406,27.31636619567871,29.607736587524414,27.316364288330078
16,0,-5.130611419677734,53.83961486816406,27.173160552978516,30.080230712890625,27.173158645629883
16,49,-4.9720916748046875,53.82880401611328,27.325191497802734,30.064884185791016,27.325191497802734
16,99,-5.545907974243164,55.101966857910156,27.51527214050293,31.32110595703125,27.51527214050293
16,149,-5.385198593139648,54.46495819091797,27.293779373168945,30.694976806640625,27.293779373168945
17,0,-5.596342086791992,54.808143615722656,27.288545608520508,31.031017303466797,27.288543701171875
17,49,-5.157611846923828,54.19190216064453,27.357532501220703,30.425926208496094,27.357532501220703
17,99,-5.83763313293457,55.31664276123047,27.352354049682617,31.53567123413086,27.352354049682617
17,149,-5.111827850341797,54.440860748291016,27.552688598632812,30.66817283630371,27.552688598632812
18,0,-5.358219146728516,54.72214126586914,27.475067138671875,30.94501304626465,27.475067138671875
18,49,-6.2644195556640625,56.39085006713867,27.570091247558594,32.596275329589844,27.570087432861328
18,99,-5.597465515136719,55.092315673828125,27.457923889160156,31.315258026123047,27.457921981811523
18,149,-5.1347198486328125,54.174537658691406,27.37000274658203,30.40416717529297,27.37000274658203
19,0,-5.034507751464844,53.855464935302734,27.27877426147461,30.092275619506836,27.27877426147461
19,49,-5.241634368896484,53.953765869140625,27.130626678466797,30.189117431640625,27.130626678466797
19,99,-5.781475067138672,55.46068572998047,27.494937896728516,31.672237396240234,27.49493408203125
19,149,-5.535818099975586,55.236488342285156,27.606077194213867,31.449504852294922,27.606077194213867
20,0,-5.125690460205078,54.209571838378906,27.400054931640625,30.44075584411621,27.400054931640625
20,49,-5.898126602172852,55.43688201904297,27.364004135131836,31.65234375,27.36400032043457
20,99,-5.391811370849609,54.6556396484375,27.401573181152344,30.882568359375,27.401573181152344
20,149,-5.378528594970703,54.85051727294922,27.531784057617188,31.07550048828125,27.531784057617188
21,0,-5.421426773071289,54.31712341308594,27.168848037719727,30.546707153320312,27.168846130371094
21,49,-5.30230712890625,54.128379821777344,27.174720764160156,30.36036491394043,27.174718856811523
21,99,-5.100471496582031,53.91630172729492,27.249309539794922,30.15291404724121,27.249309539794922
21,149,-5.088335037231445,54.18381118774414,27.421953201293945,30.416324615478516,27.421951293945312
22,0,-5.452541351318359,54.480323791503906,27.235652923583984,30.708026885986328,27.235652923583984
22,49,-5.60174560546875,55.04529571533203,27.425434112548828,31.266958236694336,27.425434112548828
22,99,-5.987590789794922,55.274776458740234,27.177276611328125,31.49449348449707,27.177276611328125
22,149,-6.280281066894531,56.318817138671875,27.511009216308594,32.52244567871094,27.51100730895996
23,0,-5.1796417236328125,53.99290466308594,27.216102600097656,30.225669860839844,27.216102600097656
23,49,-5.702640533447266,55.071529388427734,27.34027862548828,31.292434692382812,27.34027862548828
23,99,-5.265327453613281,54.26899337768555,27.296070098876953,30.4987850189209,27.29606819152832
23,149,-5.320587158203125,54.445716857910156,27.346843719482422,30.671226501464844,27.346843719482422
24,0,-5.515899658203125,54.65430450439453,27.276683807373047,30.88557243347168,27.276683807373047
24,49,-6.111656188964844,55.822486877441406,27.3818359375,32.03582763671875,27.3818359375
24,99,-5.509185791015625,54.99901580810547,27.49022674560547,31.21712875366211,27.490222930908203
24,149,-5.4499664306640625,54.921207427978516,27.502758026123047,31.142383575439453,27.502756118774414
25,0,-6.337177276611328,56.55443572998047,27.59548568725586,32.75159454345703,27.595481872558594
25,49,-5.461997985839844,54.78273010253906,27.407642364501953,31.005699157714844,27.407642364501953
25,99,-5.101531982421875,53.565040588378906,27.037494659423828,29.80496597290039,27.037494659423828
25,149,-5.276054382324219,54.37644577026367,27.349815368652344,30.60515594482422,27.349815368652344
26,0,-5.894527435302734,55.42431640625,27.360065460205078,31.638896942138672,27.360063552856445
26,49,-5.102499008178711,54.0130500793457,27.305334091186523,30.245281219482422,27.305330276489258
26,99,-5.215803146362305,54.12453842163086,27.258920669555664,30.360595703125,27.258920669555664
26,149,-5.4084625244140625,54.275299072265625,27.156719207763672,30.505922317504883,27.156719207763672
27,0,-4.888296127319336,53.50408935546875,27.21415901184082,29.745277404785156,27.214157104492188
27,49,-5.599403381347656,54.92047119140625,27.352882385253906,31.142683029174805,27.352876663208008
27,99,-5.452613830566406,54.36819076538086,27.16830062866211,30.599185943603516,27.168298721313477
27,149,-5.914522171020508,55.23051452636719,27.223787307739258,31.449241638183594,27.223787307739258
28,0,-5.333042144775391,54.15531921386719,27.160152435302734,30.384605407714844,27.1601505279541
28,49,-5.531610488891602,54.796104431152344,27.346052169799805,31.01485252380371,27.346052169799805
28,99,-4.96299934387207,53.39617156982422,27.074705123901367,29.63446807861328,27.074705123901367
28,149,-5.826879501342773,55.386016845703125,27.404733657836914,31.604686737060547,27.40473175048828
29,0,-5.50377082824707,54.78398513793945,27.366621017456055,31.0085506439209,27.366621017456055
29,49,-5.432559967041016,53.89864730834961,26.906631469726562,30.134719848632812,26.90662956237793
29,99,-6.04499626159668,56.14188766479492,27.640138626098633,32.34839630126953,27.64013671875
29,149,-5.7824554443359375,55.164180755615234,27.316055297851562,31.382503509521484,27.316055297851562
30,0,-5.866655349731445,55.54478454589844,27.46021842956543,31.757043838500977,27.46021842956543
30,49,-4.68840217590332,52.64499282836914,26.89859390258789,28.897422790527344,26.89859390258789
30,99,-5.221153259277344,54.174495697021484,27.283546447753906,30.40736198425293,27.283546447753906
30,149,-5.509349822998047,54.93850326538086,27.453754425048828,31.153335571289062,27.453752517700195
31,0,-5.530855178833008,54.73197555541992,27.308332443237305,30.953628540039062,27.308332443237305
31,49,-5.317022323608398,54.566680908203125,27.42298698425293,30.79087257385254,27.42298698425293
31,99,-5.040428161621094,53.60322570800781,27.121509552001953,29.841594696044922,27.121509552001953
31,149,-5.223779678344727,53.92033386230469,27.1284236907959,30.155773162841797,27.1284236907959
32,0,-5.858001708984375,55.33297348022461,27.341785430908203,31.548091888427734,27.341781616210938
32,49,-5.001705169677734,53.242637634277344,26.943878173828125,29.48432731628418,26.943878173828125
32,99,-5.713212966918945,55.220619201660156,27.419160842895508,31.43659019470215,27.419158935546875
32,149,-5.939884185791016,55.023834228515625,27.074417114257812,31.247024536132812,27.074413299560547
33,0,-5.385923385620117,54.310447692871094,27.200345993041992,30.53887367248535,27.200345993041992
33,49,-5.034191131591797,53.23844528198242,26.908876419067383,29.48407745361328,26.908876419067383
33,99,-5.677000045776367,55.37605285644531,27.54863166809082,31.594532012939453,27.54863166809082
33,149,-5.545742034912109,54.520267486572266,27.166419982910156,30.74574851989746,27.166419982910156
34,0,-4.984243392944336,53.506324768066406,27.11955451965332,29.74553108215332,27.119550704956055
34,49,-5.130517959594727,53.93919372558594,27.232999801635742,30.171297073364258,27.232999801635742
34,99,-5.246402740478516,54.70186233520508,27.57471466064453,30.92474365234375,27.57471466064453
