F_Idx,F_CommID,F_Time,F_UserID,F_UserName,F_Comment,T_Idx,T_UserID,T_UserName,T_CommID,T_Time,T_Comment,Floor_Idx,Floor_CommID,Floor_UserID
2109,4380996277150017,2019-06-08 19:46:10+08:00,3218789155,天雷牙皇,//@游研社: 米哈游新作《原神》放出了新预告,,,,,,,,,
2112,4380995811675909,2019-06-08 19:44:18+08:00,5532329978,寸心澈水寒,来康康这个@然而二二只想每天都吃肉 ,,,,,,,,,
2113,4380995665294478,2019-06-08 19:43:43+08:00,2255342903,SCP破孩,@-梓澄-  抽我,,,,,,,,,
2114,4380994549403434,2019-06-08 19:39:18+08:00,2583892464,LWJ_7_LBJ,@冷淡到冇人有嘅陈生 ,,,,,,,,,
2115,4380992876049093,2019-06-08 19:32:38+08:00,5679383075,奇奇mttt,@CyyyyyC233 抽中了送你 ,,,,,,,,,
2116,4380992271747578,2019-06-08 19:30:15+08:00,6817490298,湛宫_Mmdpue,ps4！ @Pei_world ,,,,,,,,,
2117,4380991772852863,2019-06-08 19:28:16+08:00,3168129755,幽媾丶往生,总归还是支持以下@张更武,,,,,,,,,
2118,4380991730400920,2019-06-08 19:28:06+08:00,2267554337,小徐摸鱼中,奖品什么的其实不重要，咱作为一名游戏爱好者，很想要参加测试，所以如果中了实物奖励就给你好了[doge]@可以喝的旺仔牛奶 ,,,,,,,,,
2127,4380990971347460,2019-06-08 19:25:04+08:00,1800780573,小牛腩_,@Scorpio_陶 有点东西啊 已加入期待清单,,,,,,,,,
2128,4380990338455933,2019-06-08 19:22:33+08:00,6416336130,粉虹小甜甜,米忽悠我踏马吹爆@黑鲨游戏手机  ,,,,,,,,,
2130,4380990237646592,2019-06-08 19:22:09+08:00,1945201681,栗山未来厨,@言·汐月·Kuriyama·Mirai ,,,,,,,,,
2131,4380989859580279,2019-06-08 19:20:40+08:00,7166127421,隔热如图2050,期待米哈游新作@原神 @初号健,,,,,,,,,
2133,4380989457432929,2019-06-08 19:19:04+08:00,2629347667,赤黑零,@八阔平川 [doge]像不像荒野之息[笑而不语],,,,,,,,,
2134,4380989444353128,2019-06-08 19:19:01+08:00,6221569797,野良良良猫,@跑的飞快的HK记者 真的厉害啊,,,,,,,,,
2135,4380989256337785,2019-06-08 19:18:16+08:00,6599357515,猎默人,@齐姜SnowZ  抽一个妹儿,,,,,,,,,
2138,4380988379518266,2019-06-08 19:14:46+08:00,3787386597,show囧囧,@極ws丶振 ,,,,,,,,,
2141,4380988341447940,2019-06-08 19:14:38+08:00,5666278356,佛系月宅,@家里没有矿有炕 ,,,,,,,,,
2143,4380988102285448,2019-06-08 19:13:41+08:00,5666278356,佛系月宅,@家里没有矿有炕,,,,,,,,,
2144,4380987964711868,2019-06-08 19:13:07+08:00,6406964147,我可是会打响指的,@是你的晴嘛 待我抽中请你吃饭,,,,,,,,,
2146,4380987649224298,2019-06-08 19:11:53+08:00,6406964147,我可是会打响指的,@sj戴着眼镜穿球鞋 我想玩这个游戏，，，，,,,,,,,,,
2147,4380987578203511,2019-06-08 19:11:35+08:00,6406964147,我可是会打响指的,@崩坏3 期待,,,,,,,,,
2150,4380986772919751,2019-06-08 19:08:23+08:00,5940583878,PakerANd,@原神 @琪儿属于我 我就只是抽个奖,,,,,,,,,
2151,4380986764369449,2019-06-08 19:08:21+08:00,3237292074,心之所向人之所行,@勿心随心 ,,,,,,,,,
2155,4380986495765055,2019-06-08 19:07:17+08:00,5151017053,小白是腹黑三,@IWILLBETHERE0206 拉低来了,,,,,,,,,
2156,4380986256916305,2019-06-08 19:06:21+08:00,3108384371,勿心随心,@心之所向人之所行 ,,,,,,,,,
2157,4380986198680395,2019-06-08 19:06:06+08:00,2028081812,鲜肉腊八饭,@终焉斩鬼Gear丶 来玩塞尔达,,,,,,,,,
2158,4380986177328496,2019-06-08 19:06:02+08:00,2889497597,絢瀨繪里里,@某科学的cc君 lei了,,,,,,,,,
2160,4380986080865770,2019-06-08 19:05:39+08:00,6341734721,天都幽兰,@RDQAQ,,,,,,,,,
2164,4380985393009842,2019-06-08 19:02:54+08:00,3207896175,真王国之心,@ciciqiqi 我是冲奖品来的。,,,,,,,,,
2166,4380985125032743,2019-06-08 19:01:51+08:00,5662453495,Wu_S_Jie,抄你🐴呢，天天抄抄抄，抄完宝可梦开始抄塞尔达了？中国老老实实出几个像守护者这样的游戏这么难吗，天天说支持国创，就这样子谁会去支持？8说了，艾特一下东半球最强法务部@任天堂香港有限公司 ,,,,,,,,,
2168,4380985099174925,2019-06-08 19:01:45+08:00,1814845935,不死的八雲,zhichi[喵喵]@笑宝宝是个好姑娘,,,,,,,,,
2173,4380984222500837,2019-06-08 18:58:16+08:00,5773759830,Envy冫,@原神 @陈致逸 为了陈老师,,,,,,,,,
2175,4380984054822033,2019-06-08 18:57:36+08:00,5476926033,藏剑山庄许愿池,@小不点的幸福生活01 PS4,,,,,,,,,
2180,4380982624846263,2019-06-08 18:51:55+08:00,5482627049,哀虎菌,[doge]@Lingdongleidou  我觉得我可以,,,,,,,,,
2181,4380982209683161,2019-06-08 18:50:16+08:00,5384377410,多幸运在这里,@大狗不是狗呀  [费解],,,,,,,,,
2182,4380982007841420,2019-06-08 18:49:28+08:00,5524112191,此世魅影,@CG插画控,,,,,,,,,
2183,4380981924024931,2019-06-08 18:49:08+08:00,2102130180,周笑穿,@南城三里 ,,,,,,,,,
2184,4380981663903782,2019-06-08 18:48:06+08:00,1718115964,bozi_Wong,虽然看pv很像塞尔达，不过还是买饱@o0璇璇0o ,,,,,,,,,
2197,4380981312286806,2019-06-08 18:46:41+08:00,2907368425,V灬杰,@狼姬不是変態  打机了,,,,,,,,,
2199,4380980984810887,2019-06-08 18:45:23+08:00,2338931173,脸俊菌,@大脸的小辫儿 想要码🙏,,,,,,,,,
2200,4380980741436385,2019-06-08 18:44:25+08:00,3824498628,Crazykara,@山主-Y,,,,,,,,,
2202,4380980288590774,2019-06-08 18:42:37+08:00,5512428950,别烦我在抢饭,@智齿魚· 🐟哥能中我也能中,,,,,,,,,
2205,4380980053919485,2019-06-08 18:41:42+08:00,1493133791,蓝色格zi,@冰团咩-懒癌弃治修仙了,,,,,,,,,
2207,4380980049214586,2019-06-08 18:41:40+08:00,2491886033,口袋小胖,@红烧麻辣烫 ,,,,,,,,,
2208,4380979999208966,2019-06-08 18:41:28+08:00,5898001363,手办狂魔嬴政等身赛高,@Ccdiao 来抽奖，超级期待,,,,,,,,,
2209,4380979835313855,2019-06-08 18:40:50+08:00,5471195544,骂人兔兔成大V,@我斑某人啊,,,,,,,,,
2210,4380979701038358,2019-06-08 18:40:17+08:00,2881327623,信号发射biu,@我不想再脱发啦 ,,,,,,,,,
2214,4380978631901154,2019-06-08 18:36:02+08:00,1905138362,yinglianqiang,@魔都长阳路小霸王 支持和奖品安排一下,,,,,,,,,
2218,4380978254192800,2019-06-08 18:34:32+08:00,2193840430,行走不回头,@boddy_dell ,,,,,,,,,
2219,4380977952654538,2019-06-08 18:33:21+08:00,6438008891,愚笨海豚IRUKA,@伪善的屑 关注一下这个,,,,,,,,,
2222,4380977583512481,2019-06-08 18:31:52+08:00,3219039394,顾忌_Vino,@-甫九- ,,,,,,,,,
2224,4380977499892349,2019-06-08 18:31:32+08:00,1609121510,_SCarLetII,@塔巴沟 这是端游还是手游！？,,,,,,,,,
2225,4380977469766021,2019-06-08 18:31:26+08:00,3502904900,WatabeKageki,@十点五十二 小芒果保佑我中奖吧么么哒！,,,,,,,,,
2226,4380977335822807,2019-06-08 18:30:54+08:00,1962229171,c不吃夜宵,@小商今天减肥了吗 ,,,,,,,,,
2230,4380976752600659,2019-06-08 18:28:35+08:00,1218281725,馀妍,@药星sama [费解][费解][费解],,,,,,,,,
2232,4380976601490828,2019-06-08 18:27:58+08:00,1788452257,Darius木易三页,@我是傲娇的小姑娘  来了来了,,,,,,,,,
2233,4380976391789298,2019-06-08 18:27:08+08:00,2035064831,蔷薇真是rose,@木木的头 看看有没有机会买电视,,,,,,,,,
2234,4380976383765187,2019-06-08 18:27:07+08:00,5536995923,阿育的土豆粉,林克传说莱了@崩坏3,,,,,,,,,
2235,4380976316373948,2019-06-08 18:26:50+08:00,5487771921,Pillow_bat,@Shadow-201201 ,,,,,,,,,
2236,4380976224520881,2019-06-08 18:26:29+08:00,5364082494,八雲雲_,卧槽，这个宣传？？请加大力度@我就叫紫妈怎么惹 ,,,,,,,,,
2237,4380976110935989,2019-06-08 18:26:02+08:00,1699374192,Mr小輝,@微博钱包 [吃瓜][吃瓜],,,,,,,,,
2239,4380975976574574,2019-06-08 18:25:29+08:00,2466742174,_真夏夜夜_,@复方晚公子 原神 原神,,,,,,,,,
2240,4380975884628370,2019-06-08 18:25:07+08:00,5124604982,以后再看海ba,某传说的即视感也太强了吧[污][污]@0平幸0 ,,,,,,,,,
2245,4380975707983494,2019-06-08 18:24:25+08:00,3782381632,苏谛斯厨,@任天堂香港有限公司,,,,,,,,,
2247,4380975402284497,2019-06-08 18:23:13+08:00,1689756673,能不能跪下来听我道歉,@Arthassslee ,,,,,,,,,
2254,4380974781412556,2019-06-08 18:20:44+08:00,6859563187,时间拉津斯基,@洛奇Mabinogi ,,,,,,,,,
2257,4380974622091550,2019-06-08 18:20:06+08:00,5401390673,尘归尘封,@原神 ,,,,,,,,,
2258,4380974559263306,2019-06-08 18:19:51+08:00,5774018102,丶初璃丶,@Fooooooooo星 ,,,,,,,,,
2261,4380974349463106,2019-06-08 18:19:01+08:00,2231647845,神奇霸王炮竹,@巴里贝贝爱吃菇菇 城市生活,,,,,,,,,
2266,4380973770235862,2019-06-08 18:16:44+08:00,1646073133,红玉胤紫,@我可能养了五只猫 ,,,,,,,,,
2267,4380973435398922,2019-06-08 18:15:23+08:00,2370011260,无力小海浪,@Jeffsing的雨儿 试试运气,,,,,,,,,
2270,4380973309372028,2019-06-08 18:14:53+08:00,6713223463,第一个号被云吞了,喵喵喵？@小六的妙脆角 看看？,,,,,,,,,
2272,4380973069940700,2019-06-08 18:13:56+08:00,1848519814,屎迪G,@开始自闭的九啾 [草泥马][草泥马][草泥马],,,,,,,,,
2274,4380972860466037,2019-06-08 18:13:07+08:00,1914835762,饼玉玉,@饼玉玉：没玩过游戏的  去b站看看塞尔达旷野之息pv就明白了  这个pv都是抄的哦[太开心],,,,,,,,,
2276,4380972348591740,2019-06-08 18:11:04+08:00,2100363634,Vivi___ZHOU要好好读书,@不爽貓先森 蹭你运气,,,,,,,,,
2278,4380970730088722,2019-06-08 18:04:38+08:00,5536841990,猫咪爱吃鱼嗯啊,抄袭原神的人找到了@任天堂香港有限公司,,,,,,,,,
2279,4380970100359498,2019-06-08 18:02:09+08:00,5253391802,姜桃的杂货铺,@范洪没了宇 ,,,,,,,,,
2285,4380969455146942,2019-06-08 17:59:34+08:00,5504387639,鸥叽叽叽,这个游戏biss嗷[嘻嘻]谁想玩速度拉黑我，不然我骂死你[太开心]@原神 谁和我一起骂我们就是异父异母的亲姐妹,,,,,,,,,
2286,4380969341736061,2019-06-08 17:59:07+08:00,5657315980,今夕ssss,@二小一木川 林克，你醒啦,,,,,,,,,
2289,4380968142208503,2019-06-08 17:54:21+08:00,1808680850,菜刀温暖V5,@a_2238278771 ,,,,,,,,,
2290,4380968053860035,2019-06-08 17:54:01+08:00,5335963330,水煮牛肉鱼片,最近正在研究这个shader@刘伟ID ,,,,,,,,,
2291,4380968020625490,2019-06-08 17:53:53+08:00,6730726751,八戒独爱美人,好期待@新手指南 ,,,,,,,,,
2293,4380967457883062,2019-06-08 17:51:38+08:00,5645487510,千夏丶凉惠,@夜樱丶空 ,,,,,,,,,
2294,4380966670071048,2019-06-08 17:48:31+08:00,3624864041,告I别I微I博I,转起来嗷❤️@pikachu就是皮卡丘 ,,,,,,,,,
2297,4380966413436846,2019-06-08 17:47:30+08:00,7117220157,一切尽在计算之中,@Mr_唯心而已 我就是来抽游戏机的,,,,,,,,,
2299,4380966052949983,2019-06-08 17:46:04+08:00,3687345007,顶头有神罩,@动机要纯洁 继续肝起来,,,,,,,,,
2303,4380965579329926,2019-06-08 17:44:11+08:00,2240307211,门前大桥下游过一群唐老鸭,@是张小莫吖 ,,,,,,,,,
2305,4380965264962927,2019-06-08 17:42:55+08:00,2145392114,Alery若梦梦,@GEKiSUMi 抽！我！啊！,,,,,,,,,
2306,4380965054965377,2019-06-08 17:42:06+08:00,5967912149,峰林地貌leon,@Piusd 看看,,,,,,,,,
2310,4380964022857532,2019-06-08 17:37:59+08:00,2931541195,我今天学吉他画画日语Coding了吗,@不要叫我温蒂 ,,,,,,,,,
2311,4380963003458579,2019-06-08 17:33:57+08:00,2298915524,拿俩火烧,@nlhsmkt_399 ,,,,,,,,,
2328,4380962458303131,2019-06-08 17:31:47+08:00,2941219672,anty神,@谦谦俊子丶 [哈哈][哈哈][哈哈][赞啊][赞啊][赞啊][赞][赞],,,,,,,,,
2330,4380962329182966,2019-06-08 17:31:15+08:00,5608947951,银八酱的坏笑,@茶几动漫社 好！,,,,,,,,,
2334,4380961418146369,2019-06-08 17:27:39+08:00,3479679020,言葉_sakura,@钰不是玉米的玉 ps4是我的嗷,,,,,,,,,
2336,4380961330136361,2019-06-08 17:27:17+08:00,1657371107,thewonder,@MO姐MO姐  转发一个[灭霸],,,,,,,,,
2338,4380960701117145,2019-06-08 17:24:48+08:00,6084399922,qwqwq6084399922,@iPlay爱流行频道,,,,,,,,,
2339,4380960457627568,2019-06-08 17:23:50+08:00,3303268025,-烔妖-,@交流障碍的无用废宅 ,,,,,,,,,
2343,4380960260938312,2019-06-08 17:23:03+08:00,1677353867,阿汛吗,@柚_梓  玩起来,,,,,,,,,
2344,4380960172529719,2019-06-08 17:22:41+08:00,1664996264,把记忆结成冰zz,@爱奇艺游戏 很给力,,,,,,,,,
2346,4380959635448678,2019-06-08 17:20:34+08:00,6774985271,薛定谔的摸鱼佬,@任天堂香港有限公司 阿港你康康啊,,,,,,,,,
2350,4380959300137688,2019-06-08 17:19:13+08:00,5689275464,Askalon233,@Denessa233 [微笑],,,,,,,,,
2352,4380959032031567,2019-06-08 17:18:09+08:00,1408236792,毛毛熊abc,@任天堂香港有限公司 在？为什么坐时光机抄袭原神！？不怕米哈游告你们吗,,,,,,,,,
2353,4380959014993166,2019-06-08 17:18:05+08:00,2285887035,mohadu,@软国1504杜一帆 画风我很喜欢的类型,,,,,,,,,
2355,4380958834710373,2019-06-08 17:17:23+08:00,1636087610,最猪儿,@卢诗翰,,,,,,,,,
2358,4380958687656005,2019-06-08 17:16:48+08:00,1408236792,毛毛熊abc,@任天堂香港有限公司,,,,,,,,,
2359,4380958532363723,2019-06-08 17:16:10+08:00,5644318652,咯烙珞络骆洛丽塔,@东tori ,,,,,,,,,
2363,4380958117507693,2019-06-08 17:14:32+08:00,5118951000,BZyaaa,@本子呀不谈 ,,,,,,,,,
2365,4380958045974552,2019-06-08 17:14:15+08:00,5658693137,与名为现实的怪物战斗的L,@Ra1nbowKk 憨憨來看看，是可以免费游玩的塞尔达荒野幻想[闭嘴],,,,,,,,,
2367,4380957920131903,2019-06-08 17:13:45+08:00,2130826290,胡同酱肉,@天天都爱吃西瓜 支持国产游戏,,,,,,,,,
2372,4380956917547227,2019-06-08 17:09:46+08:00,6536796210,迷花物语X,[doge]有点东西@油兔音乐 ,,,,,,,,,
2373,4380956859307434,2019-06-08 17:09:32+08:00,5658693137,与名为现实的怪物战斗的L,@沉沦的漫漫漫迷 ,,,,,,,,,
2374,4380956686842882,2019-06-08 17:08:51+08:00,2078617311,油兔音乐,[doge]可以可以@迷花物语X ,,,,,,,,,
2375,4380956582247977,2019-06-08 17:08:26+08:00,5597600586,忠叔叔丶,@安娴mm 牛逼,,,,,,,,,
2378,4380956225441161,2019-06-08 17:07:01+08:00,5638064987,黑青城鵺,@有花纹的雲_  期待期待,,,,,,,,,
2380,4380955760058159,2019-06-08 17:05:09+08:00,5122468491,大仪最英俊,@知米背单词  给我中！,,,,,,,,,
2382,4380955680543765,2019-06-08 17:04:51+08:00,5122468491,大仪最英俊,@原神  给我中！,,,,,,,,,
2384,4380955051165482,2019-06-08 17:02:20+08:00,3735012437,Julian_璟,从pv看有塞尔达传说的感觉，画面方面我觉得不错，我感觉中国现在不缺原画好的画师，主要就是看游戏渲染得好不好了。还有就是游戏性相比画质更重要，因为人或许会审美疲劳，但玩游戏的原动力就应该是在于玩法上能让人感觉到趣味十足。@kelokeloo 进来看游戏pv顺便抽ps4...[坏笑][吃瓜],,,,,,,,,
2386,4380954506129357,2019-06-08 17:00:11+08:00,5454853584,胡开心zz,@Nicetomeetyou10年老友 哇,,,,,,,,,
2387,4380954422524295,2019-06-08 16:59:50+08:00,3412646894,在看什么阿,@当个混子 ,,,,,,,,,
2394,4380954023460264,2019-06-08 16:58:16+08:00,6599654151,只活到二零二零年十二月三十一日,啊啊啊啊阿@无脑科学家 ,,,,,,,,,
2395,4380953919119568,2019-06-08 16:57:51+08:00,3173685650,ethel_rabbit,@任天堂香港有限公司 出来干活啦,,,,,,,,,
2396,4380953386402381,2019-06-08 16:55:43+08:00,5323180746,W-21-End,@任天堂香港有限公司,,,,,,,,,
2400,4380952191343025,2019-06-08 16:50:58+08:00,2264881065,SiufayK,@鹏鹏Jepson  观望,,,,,,,,,
2403,4380951566548685,2019-06-08 16:48:30+08:00,2131647207,萌纸,@不明所以的理智子 想玩！ ！,,,,,,,,,
2405,4380951284571646,2019-06-08 16:47:23+08:00,6308076792,金属古菌,既视感是很强，虽然三蹦子抄遍了全世界，但原神我想再看看……@西奥多为此,,,,,,,,,
2407,4380950819407109,2019-06-08 16:45:32+08:00,3643084797,丨汉化丨,@青空花间释 @PS4俱乐部 ,,,,,,,,,
2409,4380950735582670,2019-06-08 16:45:12+08:00,1986147325,见猪师,@没有什么能比晓宇更棒了,,,,,,,,,
2438,4380948072174215,2019-06-08 16:34:37+08:00,1698924032,丨Sternen丨,@苦逼薩哥 为了PS4 pro[doge],,,,,,,,,
2440,4380948026530093,2019-06-08 16:34:26+08:00,3992917151,旅行中的白羊,有点像塞尔达？@栏外梨花 ,,,,,,,,,
2442,4380947677804354,2019-06-08 16:33:03+08:00,3318331610,蒸汽溺亡,@你说我的牛粪头怎么了 先来看这个,,,,,,,,,
2446,4380946725840329,2019-06-08 16:29:16+08:00,3310211094,JHL_Dedicated,@普莱米亚姆 ,,,,,,,,,
2449,4380946557727695,2019-06-08 16:28:36+08:00,1639952374,盛夏的野兽_,@KafkaOnTheShoreee,,,,,,,,,
2455,4380945857133277,2019-06-08 16:25:48+08:00,2654346061,Khalil-Young,塞尔达精神续作，米哈游倾力制作，会玩塞尔达野吹就会玩的船新游戏，不用天天捧着又大又笨的思维奇，手机就能冲起来了臭弟弟！[嘻嘻]@Murmurma ,,,,,,,,,
2458,4380945605470152,2019-06-08 16:24:49+08:00,6018227096,刚好被讨厌的香辣酱,@我没有微博好友[允悲],,,,,,,,,
2478,4380944649227709,2019-06-08 16:21:00+08:00,6090239182,鱼人船,丢人玩意。有请@任天堂香港有限公司,,,,,,,,,
2480,4380944246762245,2019-06-08 16:19:25+08:00,5303236318,胡莱的右手,@原神 @毅-MinSod 赶脚还是得有个好肝才行呀。,,,,,,,,,
2481,4380944129072592,2019-06-08 16:18:57+08:00,1650555760,养猫少年-阿晨,我本来对你们米哈游还挺有好感的  这个视频看得我是一个劲的皱眉头  你动作抄  怪物抄  我都忍了  你们TM连一个pv都舍不得做？？！  连TM的世界观设计原封不动  照搬不误   米哈游你们真可以 @任天堂香港有限公司 可以给你们法务部找点活干了,,,,,,,,,
2482,4380944083095960,2019-06-08 16:18:45+08:00,2407154950,玖叶有夜酒,@_Hiutong 期待！！！,,,,,,,,,
2483,4380943470906459,2019-06-08 16:16:20+08:00,6320749775,嗜血重矛,@米哈游miHoYo 希望能有点自己的东西吧,,,,,,,,,
2485,4380943001165824,2019-06-08 16:14:28+08:00,6050467588,离马路,@新手指南,,,,,,,,,
2486,4380942468711768,2019-06-08 16:12:20+08:00,2687160981,忧观眼下,@维稳先锋卡菊轮 有兴趣？,,,,,,,,,
2491,4380941960962676,2019-06-08 16:10:19+08:00,1900768291,Chen_Sn,@牧云流觞 玩了这么久崩崩崩，还是支持一下吧,,,,,,,,,
2495,4380941276990409,2019-06-08 16:07:36+08:00,3639860332,懈怠DI猫_远征封港ing,@舰R宿舍bot 关注一下,,,,,,,,,
2496,4380940819921214,2019-06-08 16:05:48+08:00,5074005172,璎珞萌萝Magenta-长期疯癫中,@含C的Fe  来看戏，不过说真的风格相似都能理解....这动作和PV宣传都.........,,,,,,,,,
2497,4380940782308282,2019-06-08 16:05:39+08:00,1571424187,ShadowMurlong,@何焱煜天天天天天努力练腹肌 ,,,,,,,,,
2498,4380940699070002,2019-06-08 16:05:19+08:00,6307841204,Lineisbusy,@如阿扑川-阿川 ,,,,,,,,,
2501,4380940429838155,2019-06-08 16:04:15+08:00,6885206725,潇潇雪_,@_君莫愁丶 ,,,,,,,,,
2504,4380939934944118,2019-06-08 16:02:16+08:00,1724121684,一吉desu,@sheety 米忽悠出新游叻,,,,,,,,,
2505,4380939889008965,2019-06-08 16:02:06+08:00,3719144523,十七号HOAP,太草了@才不是路痴呢 ,,,,,,,,,
2506,4380939478065344,2019-06-08 16:00:28+08:00,1777250395,_楪_,可以说是相当期待了[doge]@高云大大 @宫吧Hentai ,,,,,,,,,
2508,4380939080138773,2019-06-08 15:58:53+08:00,5247828670,_大大大大大柚子_,@柚子酱夫  [幻视],,,,,,,,,
2510,4380938974998848,2019-06-08 15:58:28+08:00,1864605712,恍光,@鼬推 和塞尔达好像,,,,,,,,,
2515,4380937250587762,2019-06-08 15:51:37+08:00,5515382072,万叶飞花流丶,@一只diamond猴 ,,,,,,,,,
2516,4380936906723398,2019-06-08 15:50:14+08:00,5642536016,牛批熊,@任天堂,,,,,,,,,
2521,4380936579399169,2019-06-08 15:48:56+08:00,5356975494,让我化身锦鲤叭,@岛田麋鹿君 ,,,,,,,,,
2522,4380936436759246,2019-06-08 15:48:22+08:00,1632707542,誓约胜利之王,@崔凯的BLOG 哦嚯,,,,,,,,,
2524,4380936185576224,2019-06-08 15:47:22+08:00,6296161720,Jx188170708,@ACRTEST ,,,,,,,,,
2525,4380936088700996,2019-06-08 15:47:00+08:00,5783344927,失眠折磨王,@崂山道士长 来,,,,,,,,,
2528,4380935728026639,2019-06-08 15:45:33+08:00,6134888876,秋刀青花鱼,@F号画手 许愿,,,,,,,,,
2622,4380933769393005,2019-06-08 15:37:46+08:00,3355403970,这幸运的一年,@魂迹人生JY ,,,,,,,,,
2624,4380933463518027,2019-06-08 15:36:34+08:00,1652046253,亜空間遊泳,@任天堂香港有限公司,,,,,,,,,
2625,4380933333813349,2019-06-08 15:36:03+08:00,6430877404,今天逗逗光烙印了吗,@小恶灵爱养乐多,,,,,,,,,
2626,4380933291554725,2019-06-08 15:35:53+08:00,5696995042,EGWilson,@AzureSongs 请给我整一个,,,,,,,,,
2628,4380933258444803,2019-06-08 15:35:45+08:00,5971823566,被宽恕的菜狗,@请你把我扶住 ,,,,,,,,,
2633,4380932624424185,2019-06-08 15:33:14+08:00,5290675340,在下葉孤城,@自然卷丶zzz  喔,,,,,,,,,
2634,4380932604030557,2019-06-08 15:33:08+08:00,5643201595,紫菜包饭a_,@嗷傲敖獒熬廒   一起冲,,,,,,,,,
2663,4380931496241023,2019-06-08 15:28:44+08:00,3628278183,江沢喵子,@FGOWIKI ,,,,,,,,,
2665,4380931391199619,2019-06-08 15:28:19+08:00,5997562674,啊啵呲嘚叽嘁嘻,@省钱微联盟 [委屈],,,,,,,,,
2667,4380931215101355,2019-06-08 15:27:37+08:00,5403523615,黑疯佬先生,@CGH的欢子 赶紧买爆,,,,,,,,,
2725,4380930125145815,2019-06-08 15:23:18+08:00,6275370311,冰皮酥,一等奖不送switch吗[二哈]@小梨涡ovo,,,,,,,,,
2726,4380929998503397,2019-06-08 15:22:48+08:00,7185098377,哇咔咔11647,mihoyonb 希望得到一个。@原神,,,,,,,,,
2727,4380929734837986,2019-06-08 15:21:44+08:00,5292258150,臭瓜12136,@闇墮型七月 @萌萌的暗夜菌 学姐借我欧气[二哈],,,,,,,,,
2728,4380929701018659,2019-06-08 15:21:37+08:00,3812775936,我家小鼠在屯粮,@三千凤华 怕是带不动呀,,,,,,,,,
2730,4380929478898478,2019-06-08 15:20:44+08:00,2479698201,啊咧可以改名字,@布丁娘,,,,,,,,,
2732,4380929357359243,2019-06-08 15:20:15+08:00,6045636834,天天向上也要天天开心,@猜猜我又几颗糖 [胖丁微笑],,,,,,,,,
2734,4380929113774073,2019-06-08 15:19:17+08:00,5961848447,_Fus_s,@任天堂香港有限公司 干活了[摊手],,,,,,,,,
2736,4380928841310756,2019-06-08 15:18:12+08:00,3516415392,ChinaEX123,@阿卡TAROT [太开心],,,,,,,,,
2739,4380928287433170,2019-06-08 15:16:00+08:00,1750883000,暂时冧唔到冧到话你知,@国产小丸子 ,,,,,,,,,
2742,4380928095000848,2019-06-08 15:15:13+08:00,1777717613,moeaya,@yurikite 分母,,,,,,,,,
2744,4380927976902266,2019-06-08 15:14:45+08:00,5719108329,寒尽减衣,@Yluth 一起来,,,,,,,,,
2747,4380927683910927,2019-06-08 15:13:36+08:00,2935978633,江苟之Djangoss,nmd任天堂还是逃不过被抄袭的命运@金皮卡灬閃閃 ,,,,,,,,,
2749,4380927582588735,2019-06-08 15:13:11+08:00,6345657731,223星人63546,啥都不求就求一个测试资格qwq@崩坏3 ,,,,,,,,,
2752,4380926370437156,2019-06-08 15:08:23+08:00,6867555078,Jessie是条女汉纸,@暂时冧唔到冧到话你知 @鱼毛163 ,,,,,,,,,
2753,4380926324591040,2019-06-08 15:08:11+08:00,7074417588,我再也不氪了,@音波酱拌饭 我我我,,,,,,,,,
2760,4380925527468960,2019-06-08 15:05:02+08:00,5721898521,口吐芬芳芬芳侠,@郑合惠子 给我力量吧！！,,,,,,,,,
2763,4380925264083615,2019-06-08 15:03:59+08:00,3180346162,AMG爱无缓存SONY,@爱吃两块一素粉的小哥哥 [酸],,,,,,,,,
2766,4380924915097942,2019-06-08 15:02:36+08:00,6064185675,B站-miku桑,@原神 超赞啊啊啊!,,,,,,,,,
2767,4380924886503298,2019-06-08 15:02:29+08:00,1627375110,狂乱贵公子,万一@醉眼看人贱   谁没有个手机呢,,,,,,,,,
2774,4380924445374976,2019-06-08 15:00:44+08:00,2072683252,lihua不会写作文,我tm氪爆[憧憬]@marvin_1,,,,,,,,,
2775,4380924420315301,2019-06-08 15:00:38+08:00,3612982472,等等还想再等一等,@第三方的撒多少 这个是单机还是连网的?,,,,,,,,,
2779,4380924198016900,2019-06-08 14:59:45+08:00,1765337557,DDDDDlno,边抄边加了很多新的，光看pv还是很舒服的。希望能讲好自己的故事。//@游民星空: 米哈游新作《原神》序章PV公布！,,,,,,,,,
2780,4380924055232682,2019-06-08 14:59:11+08:00,1316766957,逆风期多赚少花-aP,@AMG爱无缓存SONY [赞][doge],,,,,,,,,
2782,4380923551880462,2019-06-08 14:57:11+08:00,6215910697,50还没到,[笑cry]相比PS4还是更想要内测资格@喝茶的汉堡 ,,,,,,,,,
2783,4380923413443036,2019-06-08 14:56:38+08:00,1597459081,果茶woye,@任天堂香港有限公司  今天阿港周六也得加班了呢,,,,,,,,,
2784,4380923283400279,2019-06-08 14:56:06+08:00,2859678342,福尔摩斯爱摸鱼,@莜莜柚子 ,,,,,,,,,
2785,4380923145645719,2019-06-08 14:55:33+08:00,5414476903,V29822,@蓝宝科技官方微博 ,,,,,,,,,
2786,4380923124647200,2019-06-08 14:55:29+08:00,3355463922,就想安安静静玩单机,啊@Eririrrrrr ,,,,,,,,,
