Label,D1,D2
3.0,17.40744400024414,-12.171910285949707
0.0,0.03682860732078552,35.37681198120117
0.0,-6.701505184173584,19.800683975219727
3.0,4.600523948669434,-69.5211410522461
0.0,-48.62128448486328,20.79599952697754
3.0,-32.6442756652832,-14.048053741455078
3.0,-19.423131942749023,-12.478585243225098
3.0,10.184610366821289,-6.13148832321167
4.0,-85.22270202636719,2.593658685684204
1.0,35.801937103271484,66.85647583007812
4.0,-84.07499694824219,30.97011375427246
3.0,10.603761672973633,-0.2667880356311798
3.0,16.856874465942383,-74.53557586669922
3.0,25.3421630859375,-18.74258804321289
0.0,-22.711807250976562,51.67266082763672
2.0,64.111572265625,-17.040430068969727
0.0,-59.61383819580078,49.13427734375
2.0,70.47570037841797,-1.3658382892608643
3.0,16.34188461303711,-19.164995193481445
0.0,-5.040222644805908,6.7011399269104
3.0,38.652042388916016,-57.43603515625
2.0,59.5689811706543,-39.7509880065918
3.0,-21.90019416809082,-68.497314453125
2.0,55.284732818603516,-18.668495178222656
3.0,-13.186187744140625,-16.047664642333984
2.0,75.17657470703125,0.33002763986587524
2.0,50.064186096191406,-24.168107986450195
0.0,-14.684995651245117,38.77632141113281
3.0,4.940064430236816,-14.255494117736816
4.0,-57.48158264160156,-67.91337585449219
2.0,77.6237564086914,0.7367635369300842
0.0,-11.090361595153809,11.260201454162598
4.0,-57.59902572631836,-67.50267791748047
0.0,-60.174747467041016,44.51807403564453
0.0,-14.624634742736816,60.839637756347656
3.0,37.30411148071289,-45.474365234375
3.0,-8.972567558288574,-13.720980644226074
3.0,-4.837861061096191,-13.311899185180664
0.0,-56.45878219604492,26.37771987915039
1.0,60.383419036865234,59.39712142944336
3.0,24.665002822875977,-9.371564865112305
0.0,-38.86368942260742,44.13587188720703
3.0,0.26833289861679077,-41.41102981567383
1.0,44.3756217956543,30.38819122314453
0.0,-48.1446418762207,11.21420669555664
3.0,-18.340740203857422,-48.019100189208984
3.0,-37.801979064941406,-51.50176239013672
0.0,-23.074962615966797,28.0153751373291
0.0,-2.341257333755493,48.76167297363281
1.0,59.94072723388672,42.9727668762207
0.0,-19.118072509765625,38.46893310546875
3.0,36.17289352416992,-67.22452545166016
3.0,-30.177640914916992,-9.458423614501953
3.0,-38.38313674926758,-50.91008758544922
1.0,35.770565032958984,53.90691375732422
0.0,-40.39027404785156,-3.620818614959717
3.0,-9.60269832611084,-30.2296142578125
1.0,50.75944137573242,71.99159240722656
0.0,-44.05997085571289,-8.902178764343262
3.0,-6.3636651039123535,-25.817161560058594
3.0,-69.94816589355469,0.47969189286231995
2.0,86.31527709960938,-0.20117546617984772
0.0,-30.290924072265625,50.9400520324707
2.0,62.32117462158203,-14.775832176208496
0.0,-26.097543716430664,36.72836685180664
0.0,-30.813936233520508,7.658919334411621
4.0,-82.13729095458984,9.125030517578125
0.0,-9.468530654907227,33.42633819580078
3.0,30.792449951171875,-28.428438186645508
3.0,-30.331754684448242,-40.80870056152344
3.0,-37.93367385864258,-21.437549591064453
4.0,-84.51841735839844,30.532777786254883
4.0,-62.52555465698242,-70.2242431640625
2.0,65.22695922851562,-4.2658843994140625
0.0,-47.156455993652344,12.879117965698242
1.0,67.63459777832031,29.759355545043945
3.0,12.838754653930664,-30.355257034301758
4.0,-42.55508041381836,79.39337921142578
1.0,28.09473991394043,42.38155746459961
3.0,-20.055992126464844,-30.060514450073242
0.0,-43.50265884399414,-8.61491584777832
0.0,-26.00870132446289,36.68022918701172
3.0,-15.01821517944336,-27.239044189453125
0.0,-40.10227584838867,8.103044509887695
1.0,40.331085205078125,32.64513397216797
1.0,24.99343490600586,21.831716537475586
2.0,68.85457611083984,-51.95601272583008
3.0,16.606407165527344,-19.123046875
3.0,-55.16676712036133,-20.973791122436523
2.0,50.38617706298828,-23.096609115600586
4.0,-85.5378189086914,-24.01871681213379
3.0,27.959856033325195,-21.582015991210938
0.0,-47.515525817871094,-1.5208581686019897
0.0,-45.747459411621094,53.521629333496094
1.0,70.44580841064453,40.76445770263672
4.0,-78.0006332397461,-11.090791702270508
4.0,-93.9248046875,-20.140443801879883
4.0,-91.25102233886719,3.059901475906372
4.0,-70.51364135742188,-7.297568321228027
0.0,-59.04780197143555,31.55282974243164
3.0,1.730301022529602,-23.45152473449707
3.0,-12.100118637084961,1.5226837396621704
0.0,-44.13712692260742,-4.303230285644531
0.0,-29.489330291748047,2.9925596714019775
0.0,-63.51530838012695,13.336466789245605
4.0,-60.18150329589844,-62.48440170288086
2.0,69.60823822021484,3.1651508808135986
2.0,63.420494079589844,-46.64973449707031
1.0,28.961811065673828,41.213218688964844
0.0,5.800948143005371,32.31114196777344
3.0,20.618167877197266,-54.10426330566406
0.0,-14.997885704040527,58.6159782409668
4.0,-81.21260070800781,14.770379066467285
0.0,-57.594749450683594,54.315982818603516
1.0,43.72243881225586,31.16734504699707
3.0,3.800607919692993,5.641262054443359
1.0,37.44784927368164,10.904379844665527
3.0,-15.245091438293457,-19.59495735168457
4.0,-76.70008087158203,6.691237926483154
3.0,24.09873390197754,-75.69386291503906
4.0,-68.80172729492188,-9.767545700073242
3.0,0.13772377371788025,-92.04625701904297
3.0,-1.2334049940109253,-25.024921417236328
4.0,-37.3331413269043,81.51274871826172
3.0,26.78339958190918,-8.2039155960083
2.0,90.51348114013672,-6.536838531494141
0.0,-42.50005340576172,-1.056261420249939
0.0,-14.328187942504883,25.898313522338867
0.0,10.331646919250488,37.06884002685547
2.0,80.37196350097656,-9.022668838500977
0.0,-59.50061798095703,33.284698486328125
3.0,-14.99138069152832,-31.139280319213867
4.0,-80.58343505859375,-9.496353149414062
0.0,-15.917264938354492,53.822906494140625
3.0,5.955534934997559,-30.459205627441406
3.0,-55.29146957397461,-20.578670501708984
0.0,-55.29759216308594,13.036945343017578
4.0,-80.7411880493164,-8.029799461364746
1.0,28.631763458251953,53.58218002319336
0.0,-0.05642835795879364,56.849246978759766
4.0,-76.65665435791016,22.525177001953125
3.0,-50.890350341796875,-44.05479049682617
0.0,-56.693363189697266,13.312734603881836
0.0,-18.37356948852539,62.183815002441406
4.0,-63.19090270996094,-63.78589630126953
3.0,15.388551712036133,-1.862138032913208
4.0,-70.56678009033203,-7.241885185241699
